event_id,customer_id,event_ts,screen,action
542,6025007,2026-03-01 00:40:24,bill_payment,view
543,6030689,2026-03-01 00:40:33,home,start
544,6020380,2026-03-01 00:40:36,bill_payment,view
545,6019159,2026-03-01 00:40:39,home,view
546,6011476,2026-03-01 00:40:40,card_statement,start
547,6032554,2026-03-01 00:40:40,savings_cajita,start
548,6010587,2026-03-01 00:40:44,home,start
549,6016148,2026-03-01 00:40:46,card_statement,start
550,6032039,2026-03-01 00:40:58,transfer_spei,view
551,6017674,2026-03-01 00:41:02,card_statement,view
552,6034504,2026-03-01 00:41:03,home,view
553,6019525,2026-03-01 00:41:10,bill_payment,start
554,6026746,2026-03-01 00:41:14,bill_payment,view
555,6009463,2026-03-01 00:41:17,home,start
556,6030223,2026-03-01 00:41:18,bill_payment,view
557,6015548,2026-03-01 00:41:20,home,start
558,6024602,2026-03-01 00:41:23,home,view
559,6010153,2026-03-01 00:41:23,home,view
560,6005922,2026-03-01 00:41:24,home,start
561,6004763,2026-03-01 00:41:34,bill_payment,view
562,6025727,2026-03-01 00:41:39,bill_payment,view
563,6012978,2026-03-01 00:41:39,home,view
564,6004428,2026-03-01 00:41:40,bill_payment,view
565,6006709,2026-03-01 00:41:42,bill_payment,start
566,6001180,2026-03-01 00:41:42,limit_increase,view
567,6019218,2026-03-01 00:41:55,bill_payment,start
568,6006152,2026-03-01 00:42:07,savings_cajita,view
569,6003448,2026-03-01 00:42:14,bill_payment,view
570,6030782,2026-03-01 00:42:18,bill_payment,view
571,6011856,2026-03-01 00:42:18,bill_payment,view
572,6020496,2026-03-01 00:42:20,home,view
573,6012724,2026-03-01 00:42:22,home,view
574,6026102,2026-03-01 00:42:23,bill_payment,start
575,6026497,2026-03-01 00:42:23,bill_payment,view
576,6034945,2026-03-01 00:42:27,savings_cajita,view
577,6023778,2026-03-01 00:42:40,home,start
578,6025920,2026-03-01 00:42:44,savings_cajita,start
579,6007317,2026-03-01 00:42:48,home,start
580,6030563,2026-03-01 00:42:48,savings_cajita,view
581,6000387,2026-03-01 00:42:52,home,view
582,6024619,2026-03-01 00:42:54,bill_payment,view
583,6008452,2026-03-01 00:42:58,savings_cajita,start
584,6035167,2026-03-01 00:42:59,bill_payment,view
585,6010759,2026-03-01 00:43:00,bill_payment,start
586,6011254,2026-03-01 00:43:00,home,start
587,6027674,2026-03-01 00:43:09,bill_payment,start
588,6000267,2026-03-01 00:43:18,bill_payment,view
589,6023680,2026-03-01 00:43:19,savings_cajita,start
590,6013676,2026-03-01 00:43:23,home,view
591,6001114,2026-03-01 00:43:25,home,view
592,6029750,2026-03-01 00:43:28,savings_cajita,view
593,6037822,2026-03-01 00:43:35,home,start
594,6000332,2026-03-01 00:43:37,bill_payment,view
595,6033638,2026-03-01 00:43:41,home,start
596,6034418,2026-03-01 00:43:48,bill_payment,view
597,6019251,2026-03-01 00:43:49,savings_cajita,view
598,6021930,2026-03-01 00:44:07,bill_payment,view
599,6001473,2026-03-01 00:44:08,savings_cajita,view
600,6031105,2026-03-01 00:44:09,bill_payment,start
601,6035016,2026-03-01 00:44:19,home,view
602,6019469,2026-03-01 00:44:22,savings_cajita,view
603,6020330,2026-03-01 00:44:26,savings_cajita,view
604,6006402,2026-03-01 00:44:28,transfer_spei,start
605,6016026,2026-03-01 00:44:34,bill_payment,view
606,6011238,2026-03-01 00:44:38,card_statement,view
607,6022989,2026-03-01 00:44:39,bill_payment,start
608,6005601,2026-03-01 00:44:41,home,view
609,6004536,2026-03-01 00:44:42,home,view
610,6006246,2026-03-01 00:44:47,home,view
611,6011460,2026-03-01 00:44:48,savings_cajita,start
612,6005235,2026-03-01 00:44:56,bill_payment,start
613,6017288,2026-03-01 00:44:58,transfer_spei,start
614,6012118,2026-03-01 00:45:14,home,view
615,6006417,2026-03-01 00:45:24,savings_cajita,view
616,6004396,2026-03-01 00:45:25,savings_cajita,start
617,6029645,2026-03-01 00:45:26,savings_cajita,start
618,6004509,2026-03-01 00:45:28,savings_cajita,start
619,6020871,2026-03-01 00:45:43,home,view
620,6029253,2026-03-01 00:45:44,home,start
621,6032717,2026-03-01 00:45:58,bill_payment,view
622,6030818,2026-03-01 00:46:01,bill_payment,start
623,6016826,2026-03-01 00:46:02,bill_payment,view
624,6027898,2026-03-01 00:46:05,home,view
625,6028442,2026-03-01 00:46:15,bill_payment,start
626,6003605,2026-03-01 00:46:25,home,start
627,6027804,2026-03-01 00:46:27,home,view
628,6000426,2026-03-01 00:46:36,bill_payment,start
629,6030176,2026-03-01 00:46:40,bill_payment,view
630,6027305,2026-03-01 00:46:44,home,view
631,6013199,2026-03-01 00:46:44,savings_cajita,start
632,6021740,2026-03-01 00:46:45,home,start
633,6016750,2026-03-01 00:46:46,card_statement,view
634,6029552,2026-03-01 00:47:04,card_statement,view
635,6018406,2026-03-01 00:47:04,home,start
636,6004636,2026-03-01 00:47:07,home,start
637,6003573,2026-03-01 00:47:09,home,view
638,6015180,2026-03-01 00:47:10,savings_cajita,start
639,6035855,2026-03-01 00:47:12,transfer_spei,view
640,6028353,2026-03-01 00:47:18,home,view
641,6007097,2026-03-01 00:47:20,bill_payment,view
642,6012346,2026-03-01 00:47:20,home,view
643,6015805,2026-03-01 00:47:37,bill_payment,view
644,6018311,2026-03-01 00:47:39,bill_payment,view
645,6016870,2026-03-01 00:47:42,home,view
646,6020697,2026-03-01 00:47:43,bill_payment,view
647,6023252,2026-03-01 00:47:54,savings_cajita,start
648,6019785,2026-03-01 00:48:08,bill_payment,view
649,6011942,2026-03-01 00:48:17,savings_cajita,view
650,6002357,2026-03-01 00:48:22,bill_payment,view
651,6029724,2026-03-01 00:48:23,bill_payment,start
652,6016223,2026-03-01 00:48:23,home,view
653,6006921,2026-03-01 00:48:31,home,view
654,6011374,2026-03-01 00:48:31,bill_payment,start
655,6029917,2026-03-01 00:48:34,home,start
656,6017437,2026-03-01 00:48:35,home,view
657,6000531,2026-03-01 00:48:39,home,start
658,6002986,2026-03-01 00:48:55,bill_payment,view
659,6025881,2026-03-01 00:48:56,bill_payment,start
660,6018991,2026-03-01 00:48:59,home,start
661,6032662,2026-03-01 00:49:02,home,start
662,6033895,2026-03-01 00:49:15,bill_payment,start
663,6009559,2026-03-01 00:49:19,home,start
664,6006948,2026-03-01 00:49:23,home,start
665,6029552,2026-03-01 00:49:31,card_statement,start
666,6024116,2026-03-01 00:49:43,bill_payment,view
667,6013657,2026-03-01 00:49:45,bill_payment,start
668,6012415,2026-03-01 00:49:45,savings_cajita,view
669,6011254,2026-03-01 00:49:45,home,view
670,6033747,2026-03-01 00:49:49,savings_cajita,view
671,6019022,2026-03-01 00:49:52,home,start
672,6004872,2026-03-01 00:49:55,home,start
673,6022987,2026-03-01 00:49:55,home,view
674,6023049,2026-03-01 00:49:57,home,view
675,6004520,2026-03-01 00:49:59,home,view
676,6028820,2026-03-01 00:50:00,home,view
677,6003574,2026-03-01 00:50:01,home,start
678,6004119,2026-03-01 00:50:03,home,view
679,6036063,2026-03-01 00:50:04,home,view
680,6021733,2026-03-01 00:50:23,bill_payment,start
681,6033101,2026-03-01 00:50:27,savings_cajita,start
682,6016786,2026-03-01 00:50:32,card_statement,start
683,6001023,2026-03-01 00:50:35,savings_cajita,view
684,6037545,2026-03-01 00:50:52,home,start
685,6015339,2026-03-01 00:50:54,bill_payment,view
686,6008060,2026-03-01 00:50:57,bill_payment,start
687,6029134,2026-03-01 00:51:02,savings_cajita,view
688,6029461,2026-03-01 00:51:03,home,start
689,6008200,2026-03-01 00:51:05,transfer_spei,view
690,6011997,2026-03-01 00:51:07,home,view
691,6031334,2026-03-01 00:51:07,home,start
692,6005274,2026-03-01 00:51:08,home,view
693,6027090,2026-03-01 00:51:37,home,start
694,6005900,2026-03-01 00:51:38,bill_payment,view
695,6017677,2026-03-01 00:51:45,home,view
696,6028789,2026-03-01 00:51:45,bill_payment,view
697,6014371,2026-03-01 00:51:51,transfer_spei,start
698,6027376,2026-03-01 00:51:54,bill_payment,view
699,6027786,2026-03-01 00:51:55,bill_payment,start
700,6001978,2026-03-01 00:51:59,bill_payment,start
701,6015790,2026-03-01 00:52:01,home,view
702,6020676,2026-03-01 00:52:01,bill_payment,view
703,6015207,2026-03-01 00:52:03,home,start
704,6034906,2026-03-01 00:52:07,bill_payment,start
705,6030466,2026-03-01 00:52:10,savings_cajita,view
706,6035031,2026-03-01 00:52:11,bill_payment,start
707,6032128,2026-03-01 00:52:12,bill_payment,view
708,6001980,2026-03-01 00:52:12,home,view
709,6023917,2026-03-01 00:52:15,savings_cajita,start
710,6031136,2026-03-01 00:52:17,home,view
711,6001498,2026-03-01 00:52:24,home,view
712,6031996,2026-03-01 00:52:27,bill_payment,view
713,6018316,2026-03-01 00:52:31,home,view
714,6008379,2026-03-01 00:52:32,home,view
715,6030085,2026-03-01 00:52:34,bill_payment,start
716,6008328,2026-03-01 00:52:37,bill_payment,view
717,6011620,2026-03-01 00:52:38,transfer_spei,start
718,6034833,2026-03-01 00:52:38,home,view
719,6001247,2026-03-01 00:52:41,savings_cajita,start
720,6028085,2026-03-01 00:52:44,savings_cajita,start
721,6033324,2026-03-01 00:53:02,home,start
722,6024524,2026-03-01 00:53:02,bill_payment,view
723,6022414,2026-03-01 00:53:03,home,view
724,6013608,2026-03-01 00:53:08,bill_payment,view
725,6028108,2026-03-01 00:53:19,savings_cajita,start
726,6036921,2026-03-01 00:53:19,bill_payment,view
727,6005993,2026-03-01 00:53:20,savings_cajita,view
728,6011949,2026-03-01 00:53:24,bill_payment,view
729,6033130,2026-03-01 00:53:24,home,start
730,6020413,2026-03-01 00:53:30,savings_cajita,view
731,6030845,2026-03-01 00:53:32,home,view
732,6013046,2026-03-01 00:53:36,home,view
733,6006419,2026-03-01 00:53:38,home,start
734,6006276,2026-03-01 00:53:41,transfer_spei,view
735,6020527,2026-03-01 00:53:42,transfer_spei,start
736,6012367,2026-03-01 00:53:43,savings_cajita,view
737,6023568,2026-03-01 00:53:46,transfer_spei,view
738,6020275,2026-03-01 00:53:47,home,view
739,6010861,2026-03-01 00:53:49,home,view
740,6013572,2026-03-01 00:53:52,home,view
741,6000681,2026-03-01 00:53:55,home,start
742,6036834,2026-03-01 00:53:57,bill_payment,view
743,6023852,2026-03-01 00:54:00,home,start
744,6035470,2026-03-01 00:54:19,home,view
745,6025978,2026-03-01 00:54:20,home,start
746,6028705,2026-03-01 00:54:24,card_statement,view
747,6030369,2026-03-01 00:54:24,card_statement,view
748,6023901,2026-03-01 00:54:25,savings_cajita,start
749,6024803,2026-03-01 00:54:44,savings_cajita,view
750,6031752,2026-03-01 00:54:51,bill_payment,start
751,6015813,2026-03-01 00:54:55,savings_cajita,view
752,6000583,2026-03-01 00:54:56,savings_cajita,start
753,6024382,2026-03-01 00:55:07,home,start
754,6016835,2026-03-01 00:55:12,savings_cajita,view
755,6006922,2026-03-01 00:55:13,bill_payment,view
756,6032684,2026-03-01 00:55:15,bill_payment,view
757,6028582,2026-03-01 00:55:35,home,view
758,6023139,2026-03-01 00:55:55,home,view
759,6006019,2026-03-01 00:55:56,home,view
760,6024456,2026-03-01 00:55:56,home,view
761,6014830,2026-03-01 00:56:09,home,start
762,6024944,2026-03-01 00:56:10,bill_payment,view
763,6025153,2026-03-01 00:56:20,card_statement,view
764,6033506,2026-03-01 00:56:26,savings_cajita,view
765,6029798,2026-03-01 00:56:27,card_statement,view
766,6006349,2026-03-01 00:56:35,home,view
767,6022626,2026-03-01 00:56:37,home,start
768,6005373,2026-03-01 00:56:44,card_statement,view
769,6014202,2026-03-01 00:56:44,card_statement,view
770,6013359,2026-03-01 00:56:48,savings_cajita,view
771,6031700,2026-03-01 00:56:55,bill_payment,start
772,6007507,2026-03-01 00:56:59,transfer_spei,start
773,6009828,2026-03-01 00:57:05,bill_payment,view
774,6017393,2026-03-01 00:57:11,bill_payment,start
775,6011665,2026-03-01 00:57:13,bill_payment,view
776,6003376,2026-03-01 00:57:17,bill_payment,start
777,6025524,2026-03-01 00:57:19,home,view
778,6005353,2026-03-01 00:57:19,bill_payment,start
779,6010397,2026-03-01 00:57:23,bill_payment,view
780,6030995,2026-03-01 00:57:24,bill_payment,view
781,6026118,2026-03-01 00:57:26,bill_payment,start
782,6030928,2026-03-01 00:57:27,savings_cajita,start
783,6021930,2026-03-01 00:57:30,savings_cajita,start
784,6007966,2026-03-01 00:57:33,savings_cajita,view
785,6002971,2026-03-01 00:57:34,bill_payment,view
786,6009038,2026-03-01 00:57:35,home,start
787,6002353,2026-03-01 00:57:35,home,view
788,6005920,2026-03-01 00:57:43,transfer_spei,view
789,6005054,2026-03-01 00:57:47,home,view
790,6032860,2026-03-01 00:57:53,bill_payment,start
791,6025592,2026-03-01 00:57:58,home,view
792,6025373,2026-03-01 00:58:00,bill_payment,start
793,6017431,2026-03-01 00:58:02,bill_payment,view
794,6031457,2026-03-01 00:58:04,limit_increase,start
795,6001215,2026-03-01 00:58:05,bill_payment,view
796,6000666,2026-03-01 00:58:07,card_statement,view
797,6034308,2026-03-01 00:58:21,bill_payment,start
798,6007684,2026-03-01 00:58:21,home,view
799,6009370,2026-03-01 00:58:25,bill_payment,view
800,6037381,2026-03-01 00:58:28,transfer_spei,view
801,6017676,2026-03-01 00:58:33,savings_cajita,start
802,6013134,2026-03-01 00:58:50,bill_payment,view
803,6024890,2026-03-01 00:59:01,investments,view
804,6030112,2026-03-01 00:59:12,home,view
805,6028428,2026-03-01 00:59:15,bill_payment,view
806,6005472,2026-03-01 00:59:18,savings_cajita,view
807,6033101,2026-03-01 00:59:21,savings_cajita,start
808,6006471,2026-03-01 00:59:22,card_statement,start
809,6016243,2026-03-01 00:59:28,home,start
810,6033170,2026-03-01 00:59:31,bill_payment,start
811,6011317,2026-03-01 00:59:33,home,view
812,6010619,2026-03-01 00:59:33,bill_payment,view
813,6029667,2026-03-01 00:59:35,bill_payment,start
814,6010519,2026-03-01 00:59:41,bill_payment,view
815,6008809,2026-03-01 00:59:48,transfer_spei,view
816,6005761,2026-03-01 01:00:12,home,view
817,6003765,2026-03-01 01:00:13,home,view
818,6019401,2026-03-01 01:00:16,home,view
819,6013184,2026-03-01 01:00:32,home,start
820,6013956,2026-03-01 01:00:33,savings_cajita,view
821,6019942,2026-03-01 01:00:40,savings_cajita,view
822,6008173,2026-03-01 01:00:40,savings_cajita,view
823,6036773,2026-03-01 01:00:45,home,view
824,6008392,2026-03-01 01:00:55,bill_payment,view
825,6013853,2026-03-01 01:01:03,bill_payment,view
826,6019868,2026-03-01 01:01:04,bill_payment,start
827,6009221,2026-03-01 01:01:12,transfer_spei,start
828,6022664,2026-03-01 01:01:25,bill_payment,view
829,6009808,2026-03-01 01:01:35,bill_payment,view
830,6007387,2026-03-01 01:01:37,bill_payment,view
831,6031981,2026-03-01 01:01:38,home,view
832,6035717,2026-03-01 01:01:46,card_statement,view
833,6003432,2026-03-01 01:01:47,bill_payment,start
834,6027173,2026-03-01 01:01:48,bill_payment,start
835,6030547,2026-03-01 01:01:55,transfer_spei,view
836,6016286,2026-03-01 01:01:55,bill_payment,view
837,6025465,2026-03-01 01:02:01,bill_payment,view
838,6012169,2026-03-01 01:02:08,home,view
839,6023223,2026-03-01 01:02:14,home,view
840,6031055,2026-03-01 01:02:15,home,view
841,6005174,2026-03-01 01:02:18,home,view
842,6031083,2026-03-01 01:02:19,bill_payment,view
843,6037685,2026-03-01 01:02:20,transfer_spei,view
844,6025424,2026-03-01 01:02:36,savings_cajita,view
845,6036428,2026-03-01 01:02:40,savings_cajita,start
846,6029291,2026-03-01 01:02:43,bill_payment,view
847,6036352,2026-03-01 01:02:45,home,view
848,6034796,2026-03-01 01:02:46,bill_payment,view
849,6007675,2026-03-01 01:02:49,home,view
850,6033534,2026-03-01 01:02:52,card_statement,view
851,6036794,2026-03-01 01:02:52,home,start
852,6016643,2026-03-01 01:03:04,bill_payment,view
853,6001620,2026-03-01 01:03:06,savings_cajita,view
854,6030706,2026-03-01 01:03:07,home,view
855,6032333,2026-03-01 01:03:12,bill_payment,start
856,6016631,2026-03-01 01:03:15,bill_payment,view
857,6003944,2026-03-01 01:03:18,home,view
858,6013649,2026-03-01 01:03:22,home,view
859,6020648,2026-03-01 01:03:35,bill_payment,view
860,6035088,2026-03-01 01:03:38,home,start
861,6016192,2026-03-01 01:03:38,home,view
862,6004839,2026-03-01 01:03:50,savings_cajita,start
863,6009017,2026-03-01 01:03:54,bill_payment,start
864,6011644,2026-03-01 01:03:56,investments,start
865,6034103,2026-03-01 01:04:00,home,start
866,6008159,2026-03-01 01:04:01,savings_cajita,view
867,6029850,2026-03-01 01:04:03,home,view
868,6001645,2026-03-01 01:04:10,bill_payment,view
869,6002979,2026-03-01 01:04:14,savings_cajita,view
870,6000019,2026-03-01 01:04:16,card_statement,view
871,6004330,2026-03-01 01:04:22,home,view
872,6021548,2026-03-01 01:04:22,transfer_spei,view
873,6015465,2026-03-01 01:04:23,home,view
874,6026950,2026-03-01 01:04:23,card_statement,start
875,6011103,2026-03-01 01:04:26,home,view
876,6034131,2026-03-01 01:04:30,savings_cajita,view
877,6008147,2026-03-01 01:04:37,savings_cajita,view
878,6013211,2026-03-01 01:04:45,bill_payment,view
879,6025318,2026-03-01 01:04:47,bill_payment,view
880,6002780,2026-03-01 01:04:50,bill_payment,start
881,6027392,2026-03-01 01:04:53,home,view
882,6009583,2026-03-01 01:04:57,savings_cajita,view
883,6007820,2026-03-01 01:05:02,bill_payment,view
884,6026010,2026-03-01 01:05:03,bill_payment,view
885,6016849,2026-03-01 01:05:07,home,start
886,6023218,2026-03-01 01:05:11,bill_payment,view
887,6035649,2026-03-01 01:05:13,home,view
888,6021634,2026-03-01 01:05:15,bill_payment,view
889,6022254,2026-03-01 01:05:19,bill_payment,view
890,6004053,2026-03-01 01:05:22,bill_payment,view
891,6035131,2026-03-01 01:05:27,bill_payment,view
892,6022450,2026-03-01 01:05:33,bill_payment,view
893,6031803,2026-03-01 01:05:35,home,start
894,6035854,2026-03-01 01:05:42,home,view
895,6006084,2026-03-01 01:05:49,transfer_spei,start
896,6012574,2026-03-01 01:05:49,savings_cajita,view
897,6013263,2026-03-01 01:05:51,savings_cajita,start
898,6025874,2026-03-01 01:05:54,home,view
899,6008691,2026-03-01 01:05:55,home,view
900,6034808,2026-03-01 01:05:56,savings_cajita,view
901,6011852,2026-03-01 01:05:56,savings_cajita,start
902,6028474,2026-03-01 01:06:01,bill_payment,start
903,6036396,2026-03-01 01:06:03,bill_payment,view
904,6023745,2026-03-01 01:06:07,home,view
905,6009577,2026-03-01 01:06:23,bill_payment,view
906,6024912,2026-03-01 01:06:30,bill_payment,view
907,6021849,2026-03-01 01:06:45,home,start
908,6008145,2026-03-01 01:06:46,home,view
909,6032594,2026-03-01 01:06:49,bill_payment,view
910,6029656,2026-03-01 01:06:52,bill_payment,start
911,6025592,2026-03-01 01:07:06,savings_cajita,view
912,6008618,2026-03-01 01:07:13,bill_payment,view
913,6018881,2026-03-01 01:07:23,bill_payment,view
914,6001179,2026-03-01 01:07:26,bill_payment,start
915,6023314,2026-03-01 01:07:39,home,start
916,6022133,2026-03-01 01:07:41,home,start
917,6024698,2026-03-01 01:07:42,bill_payment,view
918,6009045,2026-03-01 01:07:44,home,view
919,6011254,2026-03-01 01:07:47,home,view
920,6021782,2026-03-01 01:07:53,home,view
921,6026574,2026-03-01 01:07:53,savings_cajita,start
922,6024504,2026-03-01 01:07:53,bill_payment,view
923,6022124,2026-03-01 01:07:57,home,view
924,6006366,2026-03-01 01:07:57,bill_payment,start
925,6011608,2026-03-01 01:07:58,savings_cajita,start
926,6029327,2026-03-01 01:07:58,transfer_spei,view
927,6027411,2026-03-01 01:08:01,home,view
928,6024382,2026-03-01 01:08:02,home,view
929,6011362,2026-03-01 01:08:02,transfer_spei,view
930,6008069,2026-03-01 01:08:09,home,start
931,6004674,2026-03-01 01:08:20,home,view
932,6034180,2026-03-01 01:08:20,bill_payment,start
933,6017027,2026-03-01 01:08:23,home,view
934,6032081,2026-03-01 01:08:48,bill_payment,view
935,6020022,2026-03-01 01:08:58,home,view
936,6011360,2026-03-01 01:09:03,loan_simulation,view
937,6026847,2026-03-01 01:09:03,home,view
938,6029516,2026-03-01 01:09:21,home,start
939,6032880,2026-03-01 01:09:22,savings_cajita,start
940,6027299,2026-03-01 01:09:22,card_statement,view
941,6005390,2026-03-01 01:09:23,transfer_spei,start
942,6014033,2026-03-01 01:09:27,home,view
943,6019490,2026-03-01 01:09:30,bill_payment,view
944,6009885,2026-03-01 01:09:31,home,view
945,6011589,2026-03-01 01:09:33,home,view
946,6036454,2026-03-01 01:09:33,bill_payment,view
947,6033874,2026-03-01 01:09:34,home,start
948,6036821,2026-03-01 01:09:35,home,view
949,6028496,2026-03-01 01:09:39,savings_cajita,view
950,6019078,2026-03-01 01:09:45,home,start
951,6032074,2026-03-01 01:09:48,bill_payment,start
952,6027581,2026-03-01 01:09:49,home,start
953,6036710,2026-03-01 01:09:52,bill_payment,start
954,6009032,2026-03-01 01:09:57,savings_cajita,view
955,6006845,2026-03-01 01:10:04,home,view
956,6006759,2026-03-01 01:10:13,card_statement,view
957,6016756,2026-03-01 01:10:13,savings_cajita,start
958,6021665,2026-03-01 01:10:19,home,view
959,6019642,2026-03-01 01:10:25,bill_payment,view
960,6026420,2026-03-01 01:10:25,transfer_spei,view
961,6019519,2026-03-01 01:10:28,savings_cajita,view
962,6001974,2026-03-01 01:10:30,savings_cajita,view
963,6028229,2026-03-01 01:10:43,home,view
964,6009076,2026-03-01 01:10:45,home,view
965,6029750,2026-03-01 01:10:47,savings_cajita,view
966,6029088,2026-03-01 01:10:49,home,start
967,6037839,2026-03-01 01:10:58,savings_cajita,start
968,6020933,2026-03-01 01:10:59,bill_payment,view
969,6015439,2026-03-01 01:11:13,savings_cajita,view
970,6004291,2026-03-01 01:11:14,home,start
971,6028034,2026-03-01 01:11:24,home,start
972,6014795,2026-03-01 01:11:27,home,view
973,6037465,2026-03-01 01:11:27,home,start
974,6008999,2026-03-01 01:11:35,home,view
975,6037269,2026-03-01 01:11:35,savings_cajita,view
976,6010901,2026-03-01 01:11:43,home,view
977,6010146,2026-03-01 01:11:43,savings_cajita,view
978,6010163,2026-03-01 01:11:49,bill_payment,view
979,6028155,2026-03-01 01:11:55,transfer_spei,start
980,6000815,2026-03-01 01:11:55,home,start
981,6020776,2026-03-01 01:12:02,bill_payment,view
982,6028753,2026-03-01 01:12:02,savings_cajita,view
983,6014972,2026-03-01 01:12:09,savings_cajita,start
984,6020629,2026-03-01 01:12:12,home,start
985,6035537,2026-03-01 01:12:13,bill_payment,start
986,6009743,2026-03-01 01:12:14,card_statement,view
987,6006223,2026-03-01 01:12:18,loan_simulation,view
988,6031066,2026-03-01 01:12:18,home,view
989,6001670,2026-03-01 01:12:20,home,start
990,6003463,2026-03-01 01:12:22,bill_payment,view
991,6018631,2026-03-01 01:12:25,home,view
992,6032171,2026-03-01 01:12:25,home,view
993,6028928,2026-03-01 01:12:26,bill_payment,view
994,6004731,2026-03-01 01:12:36,savings_cajita,view
995,6016063,2026-03-01 01:12:41,home,start
996,6017079,2026-03-01 01:12:51,home,view
997,6028169,2026-03-01 01:12:55,bill_payment,start
998,6029145,2026-03-01 01:13:01,home,view
999,6024847,2026-03-01 01:13:01,home,view
1000,6023873,2026-03-01 01:13:01,home,view
