nudge_id,customer_id,shown_ts,nudge_type,surface,exposure_no,hours_since_last_nudge,engaged,dismissed,opted_out_after
365,6015238,2026-03-01 10:10:35,payroll_portability,push,1,,False,False,False
366,6000102,2026-03-01 10:11:03,invest_start,home_card,1,,False,False,False
367,6033239,2026-03-01 10:11:08,loan_offer,in_app_modal,1,,False,False,False
368,6001577,2026-03-01 10:11:10,savings_goal,push,1,,False,False,False
369,6037591,2026-03-01 10:11:30,invest_start,home_card,1,,False,False,False
370,6021231,2026-03-01 10:11:43,savings_goal,push,1,,False,True,False
371,6030169,2026-03-01 10:12:27,bill_reminder,home_card,1,,False,True,False
372,6005118,2026-03-01 10:12:34,loan_offer,in_app_modal,1,,False,True,False
373,6027234,2026-03-01 10:13:04,invest_start,push,1,,False,False,False
374,6005952,2026-03-01 10:13:08,payroll_portability,push,1,,False,True,False
375,6008088,2026-03-01 10:13:12,payroll_portability,home_card,1,,False,False,False
376,6037677,2026-03-01 10:13:18,invest_start,push,1,,False,False,False
377,6022660,2026-03-01 10:14:03,invest_start,in_app_modal,1,,False,True,False
378,6031013,2026-03-01 10:14:14,limit_increase,in_app_modal,1,,False,True,False
379,6012338,2026-03-01 10:14:17,limit_increase,home_card,1,,False,True,False
380,6000933,2026-03-01 10:15:02,loan_offer,in_app_modal,1,,False,False,False
381,6030301,2026-03-01 10:15:02,savings_goal,push,1,,False,False,False
382,6031357,2026-03-01 10:15:18,invest_start,in_app_modal,1,,False,True,False
383,6036215,2026-03-01 10:15:29,payroll_portability,in_app_modal,1,,False,False,False
384,6005824,2026-03-01 10:15:46,payroll_portability,push,1,,True,False,False
385,6029262,2026-03-01 10:16:00,payroll_portability,home_card,1,,True,False,False
386,6018522,2026-03-01 10:16:18,payroll_portability,home_card,1,,False,False,False
387,6032064,2026-03-01 10:16:29,payroll_portability,home_card,1,,False,False,False
388,6020279,2026-03-01 10:17:34,payroll_portability,home_card,1,,False,False,False
389,6035383,2026-03-01 10:17:59,limit_increase,home_card,1,,False,False,False
390,6016438,2026-03-01 10:18:15,loan_offer,home_card,1,,False,False,False
391,6023567,2026-03-01 10:18:29,limit_increase,home_card,1,,True,False,False
392,6011618,2026-03-01 10:18:41,invest_start,in_app_modal,1,,False,False,False
393,6027965,2026-03-01 10:18:52,limit_increase,home_card,1,,False,False,False
394,6014027,2026-03-01 10:20:12,invest_start,home_card,1,,False,True,False
395,6028850,2026-03-01 10:20:44,bill_reminder,home_card,1,,False,True,False
396,6004513,2026-03-01 10:20:47,payroll_portability,home_card,1,,False,False,False
397,6021022,2026-03-01 10:20:57,limit_increase,home_card,1,,False,False,False
398,6029428,2026-03-01 10:21:02,limit_increase,push,1,,False,False,False
399,6026483,2026-03-01 10:21:09,loan_offer,home_card,1,,False,True,False
400,6004096,2026-03-01 10:21:22,payroll_portability,push,1,,False,True,False
401,6011858,2026-03-01 10:21:29,payroll_portability,in_app_modal,1,,False,False,False
402,6014529,2026-03-01 10:22:08,bill_reminder,home_card,1,,False,False,False
403,6019602,2026-03-01 10:22:14,bill_reminder,home_card,1,,False,False,False
404,6000744,2026-03-01 10:22:26,savings_goal,home_card,1,,False,False,False
405,6002895,2026-03-01 10:22:36,loan_offer,in_app_modal,1,,False,True,False
406,6026128,2026-03-01 10:22:50,limit_increase,in_app_modal,1,,True,False,False
407,6000611,2026-03-01 10:24:00,bill_reminder,in_app_modal,1,,False,True,False
408,6004419,2026-03-01 10:24:13,bill_reminder,push,1,,False,False,False
409,6008683,2026-03-01 10:25:10,invest_start,home_card,1,,False,False,False
410,6030863,2026-03-01 10:25:18,limit_increase,home_card,1,,False,False,False
411,6018369,2026-03-01 10:26:07,payroll_portability,in_app_modal,1,,True,False,False
412,6021320,2026-03-01 10:26:14,payroll_portability,home_card,1,,False,False,False
413,6028000,2026-03-01 10:26:30,invest_start,home_card,1,,False,True,False
414,6034846,2026-03-01 10:26:51,bill_reminder,in_app_modal,1,,False,False,False
415,6033348,2026-03-01 10:26:53,loan_offer,home_card,1,,False,True,False
416,6005954,2026-03-01 10:27:00,limit_increase,home_card,1,,False,True,False
417,6016127,2026-03-01 10:27:16,bill_reminder,push,1,,False,True,False
418,6002036,2026-03-01 10:27:20,invest_start,home_card,1,,False,False,False
419,6026381,2026-03-01 10:27:23,savings_goal,in_app_modal,1,,False,True,False
420,6025413,2026-03-01 10:27:42,limit_increase,home_card,1,,False,True,False
421,6024976,2026-03-01 10:27:51,limit_increase,push,1,,False,True,False
422,6035176,2026-03-01 10:27:53,savings_goal,in_app_modal,1,,False,False,False
423,6027061,2026-03-01 10:28:49,loan_offer,in_app_modal,1,,False,False,False
424,6005484,2026-03-01 10:28:52,payroll_portability,home_card,1,,False,False,False
425,6014545,2026-03-01 10:28:52,savings_goal,home_card,1,,True,False,False
426,6024381,2026-03-01 10:29:10,bill_reminder,in_app_modal,1,,False,False,False
427,6031977,2026-03-01 10:29:36,loan_offer,home_card,1,,False,False,False
428,6017703,2026-03-01 10:29:39,limit_increase,home_card,1,,False,False,False
429,6036682,2026-03-01 10:30:02,payroll_portability,home_card,1,,True,False,False
430,6016434,2026-03-01 10:30:09,loan_offer,push,1,,False,False,False
431,6026072,2026-03-01 10:30:09,payroll_portability,home_card,1,,False,True,False
432,6023716,2026-03-01 10:30:10,limit_increase,push,1,,False,False,False
433,6011136,2026-03-01 10:30:24,savings_goal,home_card,1,,False,False,False
434,6000071,2026-03-01 10:30:34,bill_reminder,home_card,1,,False,True,False
435,6025255,2026-03-01 10:30:42,invest_start,push,1,,False,True,False
436,6002121,2026-03-01 10:31:07,bill_reminder,push,1,,False,True,False
437,6027371,2026-03-01 10:31:22,loan_offer,push,1,,True,False,False
438,6018259,2026-03-01 10:31:37,invest_start,push,1,,False,True,False
439,6020075,2026-03-01 10:31:57,bill_reminder,push,1,,True,False,False
440,6021846,2026-03-01 10:32:08,savings_goal,push,1,,False,False,False
441,6037019,2026-03-01 10:32:14,invest_start,push,1,,False,False,False
442,6029827,2026-03-01 10:33:58,payroll_portability,push,1,,False,False,False
443,6014648,2026-03-01 10:34:06,bill_reminder,push,1,,False,True,False
444,6026874,2026-03-01 10:34:13,bill_reminder,home_card,1,,False,True,False
445,6021522,2026-03-01 10:34:33,savings_goal,push,1,,False,False,False
446,6004386,2026-03-01 10:34:45,bill_reminder,home_card,1,,True,False,False
447,6025641,2026-03-01 10:35:10,savings_goal,home_card,1,,False,False,False
448,6003543,2026-03-01 10:35:17,payroll_portability,in_app_modal,1,,True,False,False
449,6033836,2026-03-01 10:35:31,loan_offer,home_card,1,,False,False,False
450,6037632,2026-03-01 10:36:02,loan_offer,home_card,1,,True,False,False
451,6020965,2026-03-01 10:37:29,invest_start,home_card,1,,False,True,False
452,6033642,2026-03-01 10:37:36,bill_reminder,home_card,1,,False,False,False
453,6025752,2026-03-01 10:38:15,limit_increase,in_app_modal,1,,True,False,False
454,6026038,2026-03-01 10:38:44,invest_start,push,1,,False,False,False
455,6032707,2026-03-01 10:38:59,savings_goal,push,1,,False,False,False
456,6025800,2026-03-01 10:39:10,invest_start,home_card,1,,False,False,False
457,6029629,2026-03-01 10:39:16,limit_increase,home_card,1,,True,False,False
458,6017219,2026-03-01 10:40:36,loan_offer,push,1,,False,False,False
459,6037433,2026-03-01 10:41:04,bill_reminder,in_app_modal,1,,False,False,False
460,6009077,2026-03-01 10:41:32,payroll_portability,in_app_modal,1,,True,False,False
461,6026773,2026-03-01 10:41:41,invest_start,home_card,1,,False,False,False
462,6004323,2026-03-01 10:41:49,payroll_portability,in_app_modal,1,,False,True,False
463,6020223,2026-03-01 10:42:49,payroll_portability,push,1,,False,True,False
464,6016372,2026-03-01 10:43:31,payroll_portability,home_card,1,,False,True,False
465,6026205,2026-03-01 10:43:32,invest_start,home_card,1,,False,True,False
466,6025773,2026-03-01 10:43:35,payroll_portability,in_app_modal,1,,True,False,False
467,6002430,2026-03-01 10:43:53,bill_reminder,in_app_modal,1,,True,False,False
468,6020420,2026-03-01 10:43:56,loan_offer,push,1,,True,False,False
469,6010767,2026-03-01 10:44:00,bill_reminder,push,1,,False,False,False
470,6033819,2026-03-01 10:44:14,invest_start,push,1,,False,False,False
471,6009475,2026-03-01 10:44:41,loan_offer,home_card,1,,False,False,False
472,6037632,2026-03-01 10:44:58,payroll_portability,home_card,1,0.15,False,False,False
473,6014852,2026-03-01 10:45:07,loan_offer,home_card,1,,False,True,False
474,6006346,2026-03-01 10:45:43,savings_goal,home_card,1,,False,True,False
475,6033279,2026-03-01 10:46:32,payroll_portability,home_card,1,,False,False,False
476,6022856,2026-03-01 10:48:14,limit_increase,home_card,1,,False,False,False
477,6008724,2026-03-01 10:48:33,limit_increase,push,1,,True,False,False
478,6001544,2026-03-01 10:48:51,loan_offer,push,1,,False,True,False
479,6030144,2026-03-01 10:49:23,bill_reminder,home_card,1,,True,False,False
480,6021329,2026-03-01 10:49:45,savings_goal,push,1,,False,False,False
481,6007087,2026-03-01 10:49:47,limit_increase,push,1,,True,False,False
482,6029861,2026-03-01 10:49:48,invest_start,push,1,,False,True,False
483,6032902,2026-03-01 10:49:49,payroll_portability,home_card,1,,True,False,False
484,6013801,2026-03-01 10:49:57,bill_reminder,home_card,1,,False,False,False
485,6009842,2026-03-01 10:50:14,bill_reminder,home_card,1,,False,False,False
486,6037959,2026-03-01 10:50:14,savings_goal,home_card,1,,False,False,False
487,6010518,2026-03-01 10:51:07,bill_reminder,home_card,1,,False,False,False
488,6025873,2026-03-01 10:52:00,bill_reminder,push,1,,False,True,False
489,6037293,2026-03-01 10:52:04,payroll_portability,push,1,,False,False,False
490,6005660,2026-03-01 10:52:24,bill_reminder,home_card,1,,False,True,False
491,6003264,2026-03-01 10:53:45,payroll_portability,in_app_modal,1,,False,False,False
492,6030704,2026-03-01 10:54:02,savings_goal,home_card,1,,False,False,False
493,6022947,2026-03-01 10:54:09,limit_increase,home_card,1,,False,True,False
494,6013054,2026-03-01 10:54:50,savings_goal,home_card,1,,False,False,False
495,6008565,2026-03-01 10:55:07,loan_offer,push,1,,False,True,False
496,6019952,2026-03-01 10:55:45,payroll_portability,in_app_modal,1,,True,False,False
497,6019882,2026-03-01 10:55:54,bill_reminder,home_card,1,,False,True,False
498,6003163,2026-03-01 10:56:35,savings_goal,home_card,1,,False,False,False
499,6008603,2026-03-01 10:57:02,invest_start,home_card,1,,False,False,False
500,6021678,2026-03-01 10:57:24,limit_increase,in_app_modal,1,,False,True,False
501,6007891,2026-03-01 10:57:28,bill_reminder,push,1,,False,True,False
502,6036184,2026-03-01 10:57:42,payroll_portability,home_card,1,,False,False,False
503,6007953,2026-03-01 10:57:42,limit_increase,home_card,1,,False,True,False
504,6014795,2026-03-01 10:57:48,bill_reminder,home_card,1,,True,False,False
505,6028032,2026-03-01 10:58:00,bill_reminder,push,1,,False,False,False
506,6018933,2026-03-01 10:58:03,savings_goal,push,1,,False,False,False
507,6022320,2026-03-01 10:59:11,loan_offer,push,1,,False,False,False
508,6024147,2026-03-01 10:59:21,bill_reminder,push,1,,False,False,False
509,6029374,2026-03-01 10:59:21,bill_reminder,push,1,,False,False,False
510,6034832,2026-03-01 10:59:29,bill_reminder,push,1,,False,True,False
511,6019068,2026-03-01 10:59:51,limit_increase,in_app_modal,1,,False,True,False
512,6035281,2026-03-01 11:00:10,loan_offer,home_card,1,,False,False,False
513,6030408,2026-03-01 11:00:44,invest_start,home_card,1,,False,False,False
514,6031951,2026-03-01 11:01:12,bill_reminder,home_card,1,,False,False,False
515,6031562,2026-03-01 11:01:30,invest_start,home_card,1,,False,False,False
516,6014857,2026-03-01 11:01:40,limit_increase,push,1,,True,False,False
517,6023596,2026-03-01 11:01:57,invest_start,home_card,1,,False,True,False
518,6018685,2026-03-01 11:02:41,bill_reminder,in_app_modal,1,,False,False,False
519,6019705,2026-03-01 11:02:46,invest_start,push,1,,False,True,False
520,6033434,2026-03-01 11:02:57,loan_offer,home_card,1,,False,False,False
521,6023232,2026-03-01 11:03:15,bill_reminder,in_app_modal,1,,False,False,False
522,6000834,2026-03-01 11:03:26,limit_increase,push,1,,True,False,False
523,6008318,2026-03-01 11:03:40,bill_reminder,home_card,1,,False,False,False
524,6019974,2026-03-01 11:04:15,invest_start,push,1,,False,False,False
525,6037147,2026-03-01 11:04:37,limit_increase,in_app_modal,1,,False,False,False
526,6001667,2026-03-01 11:05:51,invest_start,push,1,,False,False,False
527,6004561,2026-03-01 11:06:02,savings_goal,push,1,,True,False,False
528,6024163,2026-03-01 11:06:43,savings_goal,in_app_modal,1,,True,False,False
529,6012054,2026-03-01 11:06:52,savings_goal,push,1,,False,True,False
530,6022596,2026-03-01 11:07:21,savings_goal,push,1,,False,False,False
531,6005048,2026-03-01 11:07:26,limit_increase,home_card,1,,False,True,False
532,6019236,2026-03-01 11:08:20,limit_increase,home_card,1,,False,False,False
533,6005356,2026-03-01 11:08:21,invest_start,home_card,1,,False,False,False
534,6008656,2026-03-01 11:08:42,payroll_portability,home_card,1,,False,True,False
535,6019300,2026-03-01 11:08:53,payroll_portability,push,1,,False,True,False
536,6000268,2026-03-01 11:09:02,invest_start,home_card,1,,False,True,False
537,6008398,2026-03-01 11:09:11,payroll_portability,home_card,1,,False,True,False
538,6006193,2026-03-01 11:09:17,bill_reminder,push,1,,False,False,False
539,6006879,2026-03-01 11:09:19,savings_goal,in_app_modal,1,,False,False,False
540,6010533,2026-03-01 11:09:35,bill_reminder,push,1,,False,False,False
541,6024945,2026-03-01 11:10:01,savings_goal,home_card,1,,False,True,False
542,6013040,2026-03-01 11:10:04,payroll_portability,home_card,1,,False,True,False
543,6032599,2026-03-01 11:10:13,invest_start,home_card,1,,False,True,False
544,6026349,2026-03-01 11:10:19,savings_goal,home_card,1,,False,False,False
545,6010262,2026-03-01 11:11:00,loan_offer,push,1,,False,False,False
546,6018755,2026-03-01 11:11:46,invest_start,home_card,1,,False,False,True
547,6020331,2026-03-01 11:11:49,loan_offer,home_card,1,,False,True,False
548,6007500,2026-03-01 11:12:16,limit_increase,push,1,,False,False,False
549,6014111,2026-03-01 11:12:31,bill_reminder,home_card,1,,False,True,False
550,6013209,2026-03-01 11:12:57,limit_increase,home_card,1,,True,False,False
551,6006031,2026-03-01 11:13:34,loan_offer,push,1,,False,True,False
552,6000992,2026-03-01 11:14:22,bill_reminder,home_card,1,,True,False,False
553,6035450,2026-03-01 11:14:23,savings_goal,home_card,1,,False,True,False
554,6029070,2026-03-01 11:14:54,payroll_portability,in_app_modal,1,,False,True,False
555,6025446,2026-03-01 11:15:09,loan_offer,in_app_modal,1,,False,True,False
556,6025964,2026-03-01 11:15:27,loan_offer,push,1,,True,False,False
557,6006445,2026-03-01 11:15:38,loan_offer,push,1,,False,False,False
558,6031324,2026-03-01 11:16:17,payroll_portability,home_card,1,,True,False,False
559,6020058,2026-03-01 11:16:36,payroll_portability,push,1,,False,False,False
560,6008097,2026-03-01 11:16:54,bill_reminder,home_card,1,,False,True,False
561,6024210,2026-03-01 11:17:37,loan_offer,home_card,1,,True,False,False
562,6014681,2026-03-01 11:17:56,limit_increase,push,1,,False,True,False
563,6031671,2026-03-01 11:17:57,loan_offer,in_app_modal,1,,False,True,False
564,6025208,2026-03-01 11:17:59,bill_reminder,push,1,,False,False,False
565,6015755,2026-03-01 11:18:12,bill_reminder,home_card,1,,False,True,False
566,6015258,2026-03-01 11:18:12,invest_start,push,1,,False,False,False
567,6021963,2026-03-01 11:18:57,savings_goal,home_card,1,,False,False,False
568,6002469,2026-03-01 11:18:58,payroll_portability,home_card,1,,False,True,False
569,6033459,2026-03-01 11:19:00,payroll_portability,home_card,1,,False,True,False
570,6009752,2026-03-01 11:19:04,invest_start,in_app_modal,1,,False,False,False
571,6010879,2026-03-01 11:19:10,bill_reminder,home_card,1,,False,False,False
572,6028796,2026-03-01 11:19:12,loan_offer,in_app_modal,1,,False,False,False
573,6016821,2026-03-01 11:19:56,loan_offer,push,1,,False,False,False
574,6010873,2026-03-01 11:19:56,loan_offer,home_card,1,,False,True,False
575,6017917,2026-03-01 11:20:23,limit_increase,home_card,1,,False,False,False
576,6010279,2026-03-01 11:20:28,payroll_portability,home_card,1,,False,True,False
577,6005425,2026-03-01 11:20:38,invest_start,home_card,1,,False,False,False
578,6012814,2026-03-01 11:20:47,loan_offer,push,1,,False,False,False
579,6005444,2026-03-01 11:20:50,loan_offer,home_card,1,,False,False,False
580,6031426,2026-03-01 11:21:02,limit_increase,push,1,,False,False,False
581,6012673,2026-03-01 11:21:11,payroll_portability,push,1,,True,False,False
582,6021027,2026-03-01 11:21:16,limit_increase,push,1,,True,False,False
583,6012043,2026-03-01 11:21:32,invest_start,push,1,,False,False,False
584,6010256,2026-03-01 11:22:02,loan_offer,push,1,,False,False,False
585,6011326,2026-03-01 11:22:04,limit_increase,in_app_modal,1,,False,False,False
586,6014759,2026-03-01 11:22:34,savings_goal,home_card,1,,True,False,False
587,6007008,2026-03-01 11:22:39,payroll_portability,in_app_modal,1,,True,False,False
588,6037130,2026-03-01 11:22:46,limit_increase,home_card,1,,False,True,False
589,6018207,2026-03-01 11:22:51,invest_start,push,1,,False,False,False
590,6012677,2026-03-01 11:23:09,payroll_portability,home_card,1,,False,True,False
591,6010363,2026-03-01 11:23:14,loan_offer,home_card,1,,False,False,False
592,6030935,2026-03-01 11:23:31,payroll_portability,home_card,1,,False,False,False
593,6010310,2026-03-01 11:23:37,payroll_portability,in_app_modal,1,,True,False,False
594,6007302,2026-03-01 11:23:48,limit_increase,in_app_modal,1,,False,False,False
595,6015795,2026-03-01 11:24:26,invest_start,home_card,1,,False,True,False
596,6020357,2026-03-01 11:25:36,payroll_portability,home_card,1,,False,False,False
597,6006366,2026-03-01 11:26:31,payroll_portability,home_card,1,,False,False,False
598,6031031,2026-03-01 11:26:34,savings_goal,in_app_modal,1,,False,False,False
599,6028225,2026-03-01 11:27:45,payroll_portability,home_card,1,,False,False,False
600,6008065,2026-03-01 11:28:15,loan_offer,push,1,,False,True,False
601,6009690,2026-03-01 11:28:24,invest_start,push,1,,False,True,False
602,6015095,2026-03-01 11:28:38,invest_start,in_app_modal,1,,False,False,False
603,6011510,2026-03-01 11:28:39,loan_offer,home_card,1,,False,False,False
604,6017049,2026-03-01 11:28:44,limit_increase,home_card,1,,True,False,False
605,6036089,2026-03-01 11:29:54,invest_start,home_card,1,,False,False,False
606,6014369,2026-03-01 11:30:08,savings_goal,push,1,,True,False,False
607,6034718,2026-03-01 11:30:40,bill_reminder,home_card,1,,False,True,False
608,6037998,2026-03-01 11:30:50,invest_start,home_card,1,,True,False,False
609,6000519,2026-03-01 11:31:02,invest_start,home_card,1,,False,True,False
610,6028647,2026-03-01 11:31:11,invest_start,home_card,1,,False,True,False
611,6004981,2026-03-01 11:31:38,savings_goal,push,1,,False,True,False
612,6029863,2026-03-01 11:31:44,payroll_portability,push,1,,False,True,False
613,6021364,2026-03-01 11:32:02,limit_increase,home_card,1,,False,False,False
614,6027159,2026-03-01 11:32:30,invest_start,in_app_modal,1,,False,False,False
615,6015798,2026-03-01 11:32:37,savings_goal,in_app_modal,1,,False,True,False
616,6013778,2026-03-01 11:34:18,invest_start,home_card,1,,False,True,False
617,6024597,2026-03-01 11:34:23,limit_increase,home_card,1,,False,True,False
618,6012471,2026-03-01 11:35:48,limit_increase,home_card,1,,False,True,False
619,6024044,2026-03-01 11:35:50,payroll_portability,push,1,,False,False,False
620,6024149,2026-03-01 11:36:01,bill_reminder,home_card,1,,True,False,False
621,6027750,2026-03-01 11:36:28,bill_reminder,in_app_modal,1,,False,False,False
622,6010402,2026-03-01 11:36:38,limit_increase,push,1,,False,False,False
623,6028016,2026-03-01 11:36:56,limit_increase,home_card,1,,False,False,False
624,6029895,2026-03-01 11:37:03,bill_reminder,push,1,,False,False,False
625,6015017,2026-03-01 11:37:07,invest_start,home_card,1,,False,False,False
626,6018021,2026-03-01 11:37:11,bill_reminder,in_app_modal,1,,False,False,False
627,6015608,2026-03-01 11:37:49,bill_reminder,home_card,1,,False,False,False
628,6023682,2026-03-01 11:37:49,limit_increase,push,1,,False,True,False
629,6001769,2026-03-01 11:37:51,invest_start,push,1,,False,False,False
630,6032348,2026-03-01 11:38:59,savings_goal,home_card,1,,True,False,False
631,6016882,2026-03-01 11:39:16,limit_increase,home_card,1,,True,False,False
632,6012211,2026-03-01 11:39:23,loan_offer,in_app_modal,1,,True,False,False
633,6008897,2026-03-01 11:39:32,invest_start,home_card,1,,False,False,False
634,6014008,2026-03-01 11:39:33,bill_reminder,home_card,1,1.74,False,True,False
635,6010520,2026-03-01 11:40:00,payroll_portability,home_card,1,,False,False,False
636,6013833,2026-03-01 11:40:03,savings_goal,home_card,1,,False,False,False
637,6031880,2026-03-01 11:40:36,loan_offer,home_card,1,,False,False,False
638,6028099,2026-03-01 11:41:22,bill_reminder,home_card,1,,False,False,False
639,6015177,2026-03-01 11:41:27,limit_increase,in_app_modal,1,,False,False,False
640,6030500,2026-03-01 11:41:53,payroll_portability,push,1,,True,False,False
641,6022839,2026-03-01 11:42:18,bill_reminder,push,1,,False,True,False
642,6021859,2026-03-01 11:43:51,limit_increase,in_app_modal,1,,False,False,False
643,6012593,2026-03-01 11:44:46,savings_goal,in_app_modal,1,,False,True,False
644,6032175,2026-03-01 11:45:29,savings_goal,home_card,1,,False,False,False
645,6032682,2026-03-01 11:45:35,savings_goal,in_app_modal,1,,True,False,False
646,6008144,2026-03-01 11:45:38,payroll_portability,home_card,1,,True,False,False
647,6037419,2026-03-01 11:45:41,bill_reminder,in_app_modal,1,,False,True,False
648,6019485,2026-03-01 11:46:59,loan_offer,home_card,1,,False,True,False
649,6000935,2026-03-01 11:47:02,savings_goal,home_card,1,,False,False,False
650,6033119,2026-03-01 11:47:16,savings_goal,home_card,1,,False,False,False
651,6020146,2026-03-01 11:47:34,loan_offer,home_card,1,,False,True,False
652,6022885,2026-03-01 11:47:35,bill_reminder,home_card,1,,False,True,False
653,6036693,2026-03-01 11:47:47,bill_reminder,push,1,,False,False,False
654,6011413,2026-03-01 11:48:25,payroll_portability,push,1,,False,False,False
655,6000653,2026-03-01 11:48:25,savings_goal,in_app_modal,1,,False,False,False
656,6000369,2026-03-01 11:48:58,payroll_portability,home_card,1,,False,True,False
657,6022473,2026-03-01 11:49:01,savings_goal,home_card,1,,False,False,False
658,6028538,2026-03-01 11:49:01,payroll_portability,home_card,1,,False,False,False
659,6020868,2026-03-01 11:49:34,savings_goal,home_card,1,,False,False,False
660,6013592,2026-03-01 11:51:20,invest_start,in_app_modal,1,,False,True,False
661,6003759,2026-03-01 11:51:45,limit_increase,home_card,1,,True,False,False
662,6008576,2026-03-01 11:51:52,savings_goal,home_card,1,,False,False,False
663,6008405,2026-03-01 11:51:53,payroll_portability,home_card,1,,False,False,False
664,6005623,2026-03-01 11:52:05,limit_increase,in_app_modal,1,,True,False,False
665,6006269,2026-03-01 11:52:08,loan_offer,push,1,,True,False,False
666,6007017,2026-03-01 11:53:06,savings_goal,push,1,,False,False,False
667,6020504,2026-03-01 11:53:08,savings_goal,home_card,1,,False,True,False
668,6022729,2026-03-01 11:53:11,invest_start,home_card,1,,False,False,False
669,6007684,2026-03-01 11:53:17,limit_increase,push,1,,True,False,False
670,6011981,2026-03-01 11:53:45,savings_goal,push,1,,False,True,False
671,6021335,2026-03-01 11:54:24,bill_reminder,home_card,1,,False,False,False
672,6006512,2026-03-01 11:54:59,payroll_portability,in_app_modal,1,,True,False,False
673,6005557,2026-03-01 11:55:07,loan_offer,push,1,,True,False,False
674,6014699,2026-03-01 11:55:27,savings_goal,home_card,1,,False,False,False
675,6005179,2026-03-01 11:56:06,limit_increase,in_app_modal,1,,False,True,False
676,6006834,2026-03-01 11:56:15,payroll_portability,home_card,1,,False,True,False
677,6005689,2026-03-01 11:57:27,savings_goal,home_card,1,,False,True,False
678,6023717,2026-03-01 11:57:38,loan_offer,home_card,1,,True,False,False
679,6020884,2026-03-01 11:57:49,limit_increase,home_card,1,,True,False,False
680,6025014,2026-03-01 11:57:59,bill_reminder,push,1,,True,False,False
681,6036971,2026-03-01 11:58:19,savings_goal,home_card,1,,False,False,False
682,6008376,2026-03-01 11:58:20,bill_reminder,home_card,1,,False,True,False
683,6036559,2026-03-01 11:59:09,bill_reminder,home_card,1,,True,False,False
684,6021757,2026-03-01 11:59:24,savings_goal,push,1,,False,True,False
685,6007678,2026-03-01 11:59:44,savings_goal,push,1,,False,True,False
686,6003373,2026-03-01 12:00:18,loan_offer,push,1,,False,True,False
687,6035215,2026-03-01 12:00:19,savings_goal,in_app_modal,1,,False,True,False
688,6034876,2026-03-01 12:01:13,payroll_portability,push,1,,False,False,False
689,6009224,2026-03-01 12:01:32,savings_goal,push,1,,False,False,False
690,6027886,2026-03-01 12:02:15,invest_start,in_app_modal,1,,True,False,False
691,6024722,2026-03-01 12:02:50,invest_start,home_card,1,,False,True,False
692,6035590,2026-03-01 12:02:58,limit_increase,home_card,1,,False,False,False
693,6037252,2026-03-01 12:03:06,loan_offer,push,1,,False,False,False
694,6011098,2026-03-01 12:03:13,bill_reminder,home_card,1,,False,True,False
695,6005304,2026-03-01 12:03:33,savings_goal,in_app_modal,1,,True,False,False
696,6014014,2026-03-01 12:03:38,invest_start,home_card,1,,True,False,False
697,6031757,2026-03-01 12:03:39,loan_offer,push,1,,False,False,False
698,6037550,2026-03-01 12:04:48,limit_increase,in_app_modal,1,,False,True,False
699,6015181,2026-03-01 12:05:45,payroll_portability,in_app_modal,1,,False,False,False
700,6036539,2026-03-01 12:05:58,limit_increase,push,1,,True,False,False
701,6001095,2026-03-01 12:06:15,bill_reminder,push,1,,False,True,False
702,6002711,2026-03-01 12:08:14,bill_reminder,push,1,,False,False,False
703,6023254,2026-03-01 12:08:16,loan_offer,push,1,,False,False,False
704,6027835,2026-03-01 12:08:29,invest_start,push,1,,False,True,False
705,6037336,2026-03-01 12:08:34,loan_offer,push,1,,False,False,False
706,6014881,2026-03-01 12:08:50,invest_start,home_card,1,,False,False,False
707,6007477,2026-03-01 12:09:11,loan_offer,home_card,1,,False,False,False
708,6013166,2026-03-01 12:09:27,invest_start,home_card,1,,True,False,False
709,6027039,2026-03-01 12:09:42,bill_reminder,home_card,1,,False,False,False
710,6022141,2026-03-01 12:10:13,bill_reminder,push,1,,True,False,False
711,6002489,2026-03-01 12:10:34,invest_start,in_app_modal,1,,False,False,False
712,6004227,2026-03-01 12:10:41,bill_reminder,home_card,1,,False,False,False
713,6003429,2026-03-01 12:11:16,payroll_portability,push,1,,False,True,False
714,6037140,2026-03-01 12:11:58,loan_offer,home_card,1,,False,False,False
715,6036550,2026-03-01 12:12:24,savings_goal,push,1,,False,False,False
716,6020112,2026-03-01 12:12:31,loan_offer,push,1,,True,False,False
717,6034763,2026-03-01 12:12:38,loan_offer,in_app_modal,1,,True,False,False
718,6010651,2026-03-01 12:12:50,bill_reminder,home_card,1,,False,False,False
719,6016268,2026-03-01 12:13:00,bill_reminder,in_app_modal,1,,False,False,False
720,6023819,2026-03-01 12:13:25,payroll_portability,push,1,,False,True,False
721,6015835,2026-03-01 12:13:40,payroll_portability,home_card,1,2.45,False,True,False
722,6006394,2026-03-01 12:13:54,savings_goal,in_app_modal,1,,False,True,False
723,6007227,2026-03-01 12:14:01,payroll_portability,home_card,1,,False,False,False
724,6020249,2026-03-01 12:14:18,limit_increase,push,1,,False,False,False
725,6021378,2026-03-01 12:14:22,loan_offer,in_app_modal,1,,False,False,False
726,6035120,2026-03-01 12:15:01,loan_offer,in_app_modal,1,,False,True,False
727,6023810,2026-03-01 12:15:15,bill_reminder,home_card,1,,False,False,False
728,6035940,2026-03-01 12:15:16,bill_reminder,push,1,,False,False,False
729,6022165,2026-03-01 12:15:37,invest_start,push,1,,False,False,False
