customer_id,tenure_months,age,state,income_band,monthly_income_est_mxn,payday_day_of_month,engagement_score,avg_balance_mxn,card_utilization_pct,days_negative_90d,savings_rate_90d_pct,revenue_ltm_mxn,nps_last_score,has_cuenta_nu,has_cajita_turbo,has_personal_loan,has_investments,has_payroll_portability
6000220,33,36,Jalisco,30k-60k,51100.0,1,57.9,4463.0,60.2,3,0.0,1747.0,,True,False,False,False,False
6000221,19,31,Baja California,8k-15k,10300.0,30,54.9,2682.0,50.2,1,14.4,842.0,,False,False,False,False,True
6000222,46,21,Puebla,15k-30k,30200.0,1,38.0,1616.0,26.5,5,10.9,1884.0,,True,False,False,False,False
6000223,29,39,Puebla,>60k,47900.0,15,78.1,1921.0,28.7,0,38.8,2027.0,9.0,True,False,False,False,False
6000224,8,39,Queretaro,>60k,29000.0,15,55.8,8360.0,19.6,0,73.8,465.0,,False,True,False,False,False
6000225,53,41,Baja California,8k-15k,14000.0,30,41.8,2424.0,41.1,1,12.6,618.0,,True,False,False,False,False
6000226,29,56,CDMX,15k-30k,20700.0,15,52.7,1425.0,75.4,1,9.6,1923.0,7.0,True,False,False,False,True
6000227,52,39,Guanajuato,30k-60k,11200.0,15,31.6,1883.0,25.2,1,12.3,860.0,,False,False,False,False,False
6000228,59,31,Estado de Mexico,8k-15k,5900.0,30,43.8,941.0,82.8,2,5.6,1198.0,,True,False,False,False,False
6000229,36,36,Baja California,8k-15k,14700.0,1,65.3,1311.0,11.2,0,58.5,638.0,,False,False,False,False,False
6000230,40,47,Queretaro,8k-15k,13900.0,15,63.3,3204.0,77.8,0,21.5,1378.0,6.0,True,False,False,False,False
6000231,41,48,Jalisco,8k-15k,15400.0,15,22.8,348.0,10.8,1,14.4,542.0,10.0,True,False,False,False,False
6000232,40,39,Estado de Mexico,15k-30k,18400.0,1,62.2,3933.0,14.9,0,50.6,387.0,,False,False,False,False,False
6000233,36,35,Queretaro,15k-30k,13500.0,15,91.7,844.0,20.0,1,38.4,774.0,,False,False,False,False,False
6000234,32,19,Veracruz,<8k,9300.0,30,40.4,4150.0,18.8,0,47.7,295.0,,True,True,False,False,False
6000235,21,25,Nuevo Leon,15k-30k,17100.0,30,72.9,1241.0,25.2,1,27.6,1003.0,,False,False,False,False,False
6000236,7,24,Estado de Mexico,30k-60k,36000.0,1,80.2,176.0,32.2,1,2.2,2119.0,8.0,True,False,False,False,False
6000237,5,43,Baja California,30k-60k,16100.0,15,25.7,898.0,9.1,1,16.1,453.0,,False,False,False,False,False
6000238,21,30,Chihuahua,8k-15k,21000.0,15,39.0,2967.0,73.8,0,34.2,1265.0,,True,False,False,False,False
6000239,11,42,Estado de Mexico,15k-30k,18500.0,15,34.4,1737.0,51.1,1,51.0,1307.0,10.0,True,False,False,False,True
6000240,49,19,Baja California,15k-30k,23700.0,15,36.8,6584.0,47.5,0,34.5,1292.0,,True,False,False,False,True
6000241,49,40,Veracruz,30k-60k,20600.0,1,65.4,1698.0,20.2,1,9.3,538.0,7.0,False,False,False,False,False
6000242,23,31,Guanajuato,30k-60k,34700.0,15,14.9,2184.0,27.7,0,21.5,661.0,,False,False,False,False,False
6000243,53,29,Estado de Mexico,30k-60k,12500.0,1,29.7,653.0,52.9,1,14.5,1025.0,,False,False,False,False,True
6000244,60,29,Chihuahua,<8k,8700.0,15,22.7,5370.0,32.2,0,28.5,564.0,,True,False,True,False,False
6000245,13,43,Guanajuato,15k-30k,6700.0,15,22.1,2159.0,61.3,1,13.2,876.0,,True,True,False,False,False
6000246,10,21,Jalisco,15k-30k,29800.0,1,56.2,12217.0,64.6,0,28.0,1066.0,,False,False,False,False,False
6000247,5,32,Jalisco,<8k,4500.0,30,94.3,1190.0,54.2,0,27.0,796.0,,True,False,False,False,True
6000248,43,26,Nuevo Leon,15k-30k,29600.0,1,33.0,298.0,53.0,1,47.8,1033.0,,True,False,False,False,False
6000249,5,20,Puebla,30k-60k,33500.0,1,65.4,915.0,18.0,1,20.9,1241.0,,True,False,False,False,False
6000250,9,42,Nuevo Leon,8k-15k,22400.0,1,22.3,14577.0,62.0,0,45.9,1018.0,,False,False,False,False,False
6000251,4,22,Jalisco,<8k,11300.0,30,70.5,3260.0,59.8,0,33.6,1110.0,10.0,False,True,False,False,False
6000252,28,50,Veracruz,8k-15k,21700.0,15,67.0,3647.0,35.3,0,26.2,582.0,9.0,True,False,False,False,False
6000253,32,18,Chihuahua,<8k,7400.0,1,35.8,912.0,35.2,1,25.4,751.0,,True,False,False,False,True
6000254,49,29,CDMX,15k-30k,15000.0,15,25.7,4843.0,33.1,0,64.1,640.0,6.0,False,False,False,False,True
6000255,21,30,Jalisco,8k-15k,7400.0,1,77.5,1177.0,54.6,1,46.3,732.0,10.0,False,False,False,False,False
6000256,32,39,Puebla,30k-60k,11300.0,15,88.9,5295.0,93.9,0,18.4,1428.0,,False,False,False,False,False
6000257,18,25,Guanajuato,<8k,6300.0,15,35.3,3294.0,70.6,0,33.3,1090.0,,False,False,False,False,False
6000258,25,35,Veracruz,15k-30k,29600.0,15,41.9,5741.0,69.3,0,34.1,1623.0,8.0,False,False,False,False,True
6000259,44,28,Veracruz,8k-15k,9500.0,15,43.3,745.0,73.3,1,37.5,1252.0,,False,False,False,False,False
6000260,54,56,Nuevo Leon,15k-30k,13100.0,1,79.8,3265.0,49.8,0,2.0,1051.0,,True,False,False,False,False
6000261,27,37,Nuevo Leon,8k-15k,15900.0,15,81.5,5829.0,14.5,0,56.3,960.0,10.0,True,False,False,False,False
6000262,26,43,CDMX,8k-15k,17100.0,15,67.2,3632.0,89.2,0,11.9,1458.0,,False,True,False,False,False
6000263,48,41,Queretaro,8k-15k,12500.0,1,67.7,4833.0,88.2,0,30.3,1532.0,,False,False,False,False,False
6000264,31,37,Estado de Mexico,<8k,10100.0,30,66.5,3552.0,19.5,2,29.2,670.0,,False,False,False,False,False
6000265,8,30,Baja California,8k-15k,14300.0,1,13.1,905.0,20.7,0,25.7,948.0,,False,False,False,False,False
6000266,58,34,Puebla,15k-30k,24700.0,15,54.7,2245.0,19.2,0,17.0,758.0,,False,False,False,False,False
6000267,38,20,Jalisco,8k-15k,22000.0,30,86.7,435.0,70.0,0,39.8,1504.0,,True,False,False,False,False
6000268,24,29,Puebla,<8k,10300.0,1,78.3,541.0,21.6,2,27.2,375.0,,True,False,False,False,False
6000269,32,20,Jalisco,<8k,5900.0,30,95.6,2641.0,40.0,1,12.8,563.0,,True,False,False,False,False
6000270,13,25,Jalisco,<8k,8500.0,30,70.2,1642.0,37.4,1,38.4,825.0,,False,False,False,False,False
6000271,46,41,Queretaro,>60k,31400.0,1,90.8,5763.0,77.0,0,18.7,1409.0,,False,False,False,False,False
6000272,9,51,Puebla,8k-15k,9300.0,15,32.9,562.0,54.3,1,16.6,882.0,,True,False,False,False,True
6000273,58,27,Estado de Mexico,30k-60k,20400.0,30,73.2,1827.0,96.2,1,11.9,1986.0,7.0,True,False,False,False,False
6000274,18,24,Jalisco,<8k,11300.0,15,68.1,699.0,33.8,1,31.0,789.0,9.0,False,False,False,False,False
6000275,13,43,Puebla,8k-15k,13100.0,30,32.7,4413.0,30.5,1,22.7,1002.0,,True,False,False,True,False
6000276,15,26,Queretaro,30k-60k,34800.0,15,12.7,905.0,41.3,2,2.5,1992.0,,True,False,False,False,False
6000277,6,65,Baja California,30k-60k,59400.0,15,41.1,8027.0,37.0,1,11.1,1356.0,7.0,False,False,False,False,True
6000278,31,46,Jalisco,15k-30k,11400.0,30,78.3,2037.0,19.6,3,26.8,759.0,,False,False,False,False,False
6000279,35,44,Nuevo Leon,<8k,5700.0,15,29.8,495.0,63.9,3,29.0,1025.0,5.0,False,False,False,False,False
6000280,44,34,Veracruz,<8k,13400.0,30,86.3,470.0,60.7,1,32.3,1213.0,,True,False,False,False,False
6000281,47,52,Veracruz,15k-30k,21500.0,1,55.7,1782.0,48.2,1,9.0,907.0,7.0,False,False,False,False,False
6000282,49,38,Jalisco,15k-30k,25000.0,1,51.2,7920.0,35.3,0,17.2,1248.0,,True,False,False,False,False
6000283,12,18,Veracruz,8k-15k,14500.0,30,56.1,1513.0,33.3,1,38.4,837.0,,True,False,False,False,False
6000284,13,38,Puebla,15k-30k,15800.0,15,54.5,312.0,6.4,1,17.6,319.0,7.0,True,False,False,False,False
6000285,59,35,Baja California,15k-30k,21200.0,15,45.7,2960.0,100.0,0,35.5,1889.0,8.0,False,False,False,False,True
6000286,30,34,Chihuahua,15k-30k,32500.0,1,22.6,790.0,13.5,0,10.8,1487.0,7.0,True,False,False,False,False
6000287,45,25,Baja California,8k-15k,14500.0,1,38.0,7422.0,41.7,0,48.8,781.0,6.0,True,True,False,False,False
6000288,19,23,Baja California,15k-30k,5800.0,15,69.4,3307.0,39.6,0,5.6,718.0,,False,False,False,False,False
6000289,42,22,Puebla,<8k,8300.0,30,30.8,4681.0,20.2,2,45.0,621.0,,True,False,False,False,False
6000290,32,31,Nuevo Leon,<8k,6300.0,1,94.8,3501.0,46.4,1,31.5,677.0,,False,False,False,False,False
6000291,14,53,Puebla,15k-30k,12800.0,1,47.3,2770.0,58.8,0,15.7,1257.0,10.0,True,False,True,False,False
6000292,46,42,Queretaro,30k-60k,30900.0,15,56.0,579.0,53.4,1,55.8,1476.0,,True,False,False,False,False
6000293,34,44,Queretaro,>60k,20400.0,1,63.1,2317.0,24.0,1,7.5,426.0,,False,False,False,False,False
6000294,7,26,Estado de Mexico,8k-15k,22400.0,15,29.1,4024.0,52.8,1,18.1,1563.0,7.0,True,False,False,False,False
6000295,50,45,CDMX,8k-15k,31300.0,30,7.5,5489.0,41.8,0,58.6,1860.0,,False,False,False,False,False
6000296,8,29,CDMX,8k-15k,15000.0,15,27.2,767.0,61.6,0,27.9,1192.0,9.0,True,False,False,False,False
6000297,38,27,Baja California,<8k,5500.0,1,64.8,403.0,65.9,1,19.3,955.0,,False,False,False,False,True
6000298,3,42,CDMX,15k-30k,25100.0,1,41.1,1846.0,86.7,1,0.0,2282.0,5.0,False,False,False,False,True
6000299,60,45,Guanajuato,<8k,7900.0,30,45.3,137.0,59.7,1,0.0,794.0,,True,False,False,False,False
6000300,41,32,Estado de Mexico,<8k,8800.0,15,51.4,706.0,51.7,0,41.9,970.0,,False,False,False,False,False
6000301,23,46,Baja California,<8k,10800.0,15,44.6,867.0,48.3,0,65.9,1153.0,,True,False,False,False,False
6000302,20,38,Jalisco,15k-30k,18200.0,15,26.5,6788.0,59.6,1,18.8,994.0,,True,False,False,False,True
6000303,50,46,Guanajuato,30k-60k,14800.0,1,5.5,1584.0,51.1,5,14.1,778.0,,False,False,False,False,False
6000304,36,30,Veracruz,8k-15k,15000.0,15,55.7,8996.0,18.8,0,36.7,370.0,,True,True,False,False,False
6000305,35,32,Veracruz,8k-15k,10200.0,30,46.8,1277.0,56.0,1,12.9,837.0,,True,False,False,False,False
6000306,10,41,Queretaro,<8k,11200.0,30,55.6,419.0,91.8,0,0.0,1585.0,,True,False,False,False,False
6000307,52,44,Jalisco,8k-15k,21700.0,1,53.3,7678.0,51.1,2,41.1,1345.0,10.0,True,False,False,False,False
6000308,37,32,Estado de Mexico,15k-30k,29300.0,15,74.9,550.0,65.6,5,29.0,2234.0,,False,False,False,False,False
6000309,20,36,Baja California,>60k,15700.0,15,78.8,2216.0,31.4,1,12.6,1094.0,6.0,True,False,False,False,False
6000310,11,35,Estado de Mexico,8k-15k,23300.0,1,46.3,3793.0,64.9,0,48.2,1341.0,6.0,False,True,False,False,False
6000311,39,61,Estado de Mexico,<8k,6200.0,30,46.5,1879.0,56.6,0,18.2,874.0,,True,False,True,False,False
6000312,52,32,Puebla,<8k,9700.0,15,89.4,3128.0,14.8,2,49.5,275.0,,False,False,False,False,True
6000313,16,44,Estado de Mexico,30k-60k,31600.0,15,29.0,1936.0,79.7,1,11.2,2505.0,,True,False,False,False,False
6000314,33,46,Puebla,8k-15k,6900.0,15,54.1,571.0,15.2,0,14.9,448.0,,True,False,False,False,False
6000315,58,44,Nuevo Leon,15k-30k,10900.0,1,52.3,5655.0,85.2,0,23.2,1373.0,,False,True,False,False,False
6000316,12,41,Guanajuato,15k-30k,25700.0,1,82.3,1216.0,10.7,1,11.4,1099.0,9.0,True,False,False,False,False
6000317,54,56,Estado de Mexico,15k-30k,15700.0,30,15.5,2583.0,58.6,2,4.9,975.0,,False,False,False,False,False
6000318,10,30,Estado de Mexico,15k-30k,18300.0,15,41.7,2630.0,7.3,0,32.8,554.0,,False,False,False,False,False
6000319,15,41,Veracruz,<8k,8100.0,1,51.5,395.0,44.6,1,8.8,676.0,,True,False,False,False,False
6000320,27,43,Baja California,8k-15k,8300.0,30,22.1,15940.0,52.2,0,19.3,823.0,,True,False,False,False,False
6000321,14,18,Nuevo Leon,<8k,8000.0,1,31.0,10362.0,63.6,0,38.5,925.0,,True,True,False,False,False
6000322,8,38,Chihuahua,<8k,8200.0,15,30.8,1435.0,34.1,0,16.9,753.0,,True,False,False,False,False
6000323,14,28,Nuevo Leon,8k-15k,21600.0,15,6.5,2540.0,26.6,1,30.3,1358.0,,True,False,False,False,False
6000324,35,45,CDMX,<8k,3900.0,15,21.4,391.0,47.5,2,2.5,724.0,,False,False,False,False,False
6000325,55,43,Guanajuato,30k-60k,20800.0,15,88.0,1173.0,6.7,2,18.2,676.0,,False,False,False,False,False
6000326,12,40,Puebla,8k-15k,14500.0,1,41.1,451.0,21.6,0,5.1,690.0,,True,False,False,False,False
6000327,47,35,Queretaro,30k-60k,17100.0,1,80.2,21749.0,58.8,0,0.5,1059.0,,False,False,False,False,False
6000328,5,34,Puebla,8k-15k,5400.0,30,16.2,314.0,64.7,2,3.6,1035.0,6.0,True,False,False,False,False
6000329,14,19,CDMX,30k-60k,18600.0,1,82.4,5042.0,26.8,0,58.3,831.0,,True,True,False,False,False
6000330,46,33,Baja California,30k-60k,27000.0,15,61.6,3731.0,66.2,0,42.0,1806.0,,True,True,False,False,False
6000331,38,35,CDMX,15k-30k,14600.0,1,48.0,1505.0,20.4,3,9.9,820.0,2.0,True,False,False,False,False
6000332,35,33,CDMX,8k-15k,9600.0,30,65.4,15485.0,28.6,0,33.4,810.0,,False,False,False,False,False
6000333,13,28,Estado de Mexico,8k-15k,11000.0,15,49.8,14086.0,22.2,0,37.3,596.0,,True,False,False,False,False
6000334,33,18,Nuevo Leon,30k-60k,48700.0,15,50.3,5289.0,13.4,0,69.0,1306.0,10.0,False,False,False,False,False
6000335,10,29,Puebla,8k-15k,9400.0,15,58.2,523.0,76.9,1,0.0,1096.0,,True,False,False,False,False
6000336,15,37,Nuevo Leon,8k-15k,6400.0,15,34.8,17601.0,24.4,0,29.4,511.0,,False,False,False,False,False
6000337,33,33,Queretaro,8k-15k,14800.0,1,71.6,650.0,27.2,0,34.0,939.0,,True,False,False,True,False
6000338,60,33,Chihuahua,<8k,10000.0,30,66.2,14803.0,35.3,0,22.6,751.0,,True,False,False,False,False
6000339,47,18,Nuevo Leon,30k-60k,34400.0,30,45.1,53.0,93.8,3,31.0,1733.0,6.0,True,False,False,False,False
6000340,11,48,Chihuahua,8k-15k,35900.0,15,59.5,1526.0,57.4,2,40.7,2038.0,9.0,True,False,False,False,False
6000341,30,40,Queretaro,<8k,9400.0,15,71.7,19249.0,35.6,0,17.2,632.0,,False,True,False,False,False
6000342,49,25,Veracruz,30k-60k,40500.0,15,28.4,3060.0,46.3,0,38.8,1749.0,,True,False,False,False,False
6000343,2,49,Chihuahua,<8k,12400.0,1,67.2,549.0,7.7,0,56.2,540.0,,True,False,False,False,False
6000344,25,58,CDMX,15k-30k,86900.0,30,44.6,2831.0,10.8,0,38.1,2439.0,,True,True,False,True,False
6000345,36,35,Queretaro,>60k,18400.0,30,6.9,748.0,67.3,1,8.7,1775.0,,False,False,False,True,True
6000346,12,29,Estado de Mexico,15k-30k,29500.0,15,25.4,467.0,55.8,0,3.6,1469.0,9.0,True,False,False,False,False
6000347,9,39,Jalisco,15k-30k,25200.0,15,44.3,1951.0,39.9,4,0.0,1294.0,,False,False,False,False,False
6000348,27,39,Chihuahua,15k-30k,43100.0,15,47.9,22449.0,53.4,0,43.6,2193.0,,True,True,False,False,True
6000349,46,42,Nuevo Leon,15k-30k,29800.0,15,53.0,3769.0,50.3,0,21.2,1434.0,,True,True,False,False,True
6000350,34,28,Estado de Mexico,15k-30k,34400.0,1,75.7,2866.0,33.4,0,22.1,1408.0,9.0,False,False,False,False,False
6000351,16,33,CDMX,30k-60k,22800.0,30,21.0,414.0,24.0,2,13.6,849.0,,True,False,False,False,False
6000352,29,18,Puebla,8k-15k,12700.0,15,81.4,5386.0,31.3,0,46.9,924.0,7.0,True,False,False,False,True
6000353,58,47,Nuevo Leon,30k-60k,21000.0,15,33.8,1466.0,76.0,0,18.6,1855.0,8.0,True,True,False,False,True
6000354,24,18,Veracruz,8k-15k,17000.0,1,34.8,3600.0,74.2,0,23.5,1327.0,,True,False,False,False,False
6000355,54,40,Baja California,8k-15k,20000.0,1,38.9,911.0,12.5,0,15.2,1084.0,,False,False,False,False,True
6000356,26,29,Guanajuato,8k-15k,18500.0,1,61.4,1135.0,38.4,0,18.8,1257.0,,False,True,False,True,True
6000357,29,29,Chihuahua,30k-60k,20700.0,30,33.0,3905.0,39.3,1,2.2,1114.0,,True,False,False,False,False
6000358,31,46,Guanajuato,30k-60k,19200.0,30,42.9,573.0,60.6,2,34.9,878.0,,False,False,False,False,False
6000359,15,22,Queretaro,30k-60k,28200.0,1,33.0,2167.0,18.8,1,61.1,616.0,,True,False,False,False,False
6000360,18,50,Estado de Mexico,8k-15k,16700.0,15,77.2,4121.0,64.9,0,10.8,1622.0,4.0,True,False,True,False,True
6000361,3,41,Nuevo Leon,30k-60k,45300.0,1,67.1,2774.0,23.9,0,5.2,721.0,,False,False,False,True,False
6000362,36,49,Jalisco,15k-30k,27800.0,1,62.5,8147.0,25.9,1,6.7,707.0,,True,False,False,False,False
6000363,41,41,Guanajuato,15k-30k,22600.0,15,73.4,1133.0,39.9,0,1.7,1095.0,,True,False,False,False,True
6000364,54,30,Queretaro,<8k,5400.0,1,48.5,2487.0,42.9,0,43.0,834.0,8.0,True,False,False,False,False
6000365,43,18,Baja California,15k-30k,25000.0,1,46.4,10517.0,6.4,0,23.6,813.0,7.0,True,False,False,False,False
6000366,34,29,CDMX,8k-15k,22800.0,1,39.9,7987.0,62.0,0,13.2,1934.0,,False,True,True,False,False
6000367,54,41,Nuevo Leon,15k-30k,25600.0,30,23.2,3416.0,87.4,3,0.2,1546.0,,True,False,False,False,False
6000368,40,33,Jalisco,30k-60k,50000.0,1,18.5,6340.0,40.8,0,48.0,2327.0,6.0,True,False,False,False,False
6000369,19,27,Puebla,8k-15k,6700.0,1,71.5,378.0,71.9,2,8.4,923.0,8.0,True,False,False,False,False
6000370,53,46,CDMX,8k-15k,40500.0,15,31.5,1973.0,18.3,1,23.0,1769.0,,True,False,False,False,False
6000371,51,29,Nuevo Leon,15k-30k,12900.0,15,52.1,816.0,49.3,1,0.0,821.0,,True,False,False,False,False
6000372,5,27,Guanajuato,<8k,42900.0,15,38.0,88.0,32.7,0,11.4,1798.0,7.0,True,False,False,False,True
6000373,2,34,Nuevo Leon,30k-60k,32900.0,30,67.7,621.0,43.0,0,18.0,923.0,,True,False,False,False,False
6000374,58,28,Veracruz,>60k,17900.0,15,32.8,5587.0,21.1,1,13.8,620.0,9.0,True,False,False,False,False
6000375,35,31,Puebla,8k-15k,11800.0,30,52.3,228.0,55.8,2,16.4,1045.0,10.0,False,False,False,False,False
6000376,33,38,Jalisco,15k-30k,36300.0,15,17.0,1860.0,56.2,0,14.9,1208.0,,False,False,False,True,False
6000377,3,27,Puebla,8k-15k,17800.0,30,90.4,100.0,11.9,0,3.4,814.0,,True,False,False,False,False
6000378,45,25,Queretaro,<8k,10900.0,15,58.3,4147.0,33.2,0,27.0,631.0,,True,False,False,False,False
6000379,26,43,Baja California,15k-30k,22500.0,15,34.9,2182.0,51.2,1,0.0,1113.0,9.0,True,False,False,False,False
6000380,52,20,Jalisco,15k-30k,19100.0,15,14.3,3222.0,42.6,0,40.5,786.0,7.0,True,True,False,False,False
6000381,51,50,Chihuahua,15k-30k,17900.0,30,54.2,829.0,44.6,0,26.5,696.0,,True,False,False,False,True
6000382,18,36,Estado de Mexico,<8k,11800.0,1,46.1,4346.0,68.3,1,0.0,1405.0,9.0,False,False,False,False,False
6000383,24,43,Puebla,15k-30k,19300.0,30,85.4,3737.0,38.9,1,42.9,1420.0,,False,False,False,False,True
6000384,5,38,Guanajuato,8k-15k,6400.0,15,90.2,1851.0,17.3,1,36.7,418.0,7.0,True,False,False,False,False
6000385,12,27,CDMX,>60k,12100.0,15,65.2,2196.0,29.2,3,25.2,471.0,,True,False,False,False,False
6000386,23,26,CDMX,8k-15k,16100.0,15,34.4,8910.0,50.5,2,9.3,1338.0,,False,False,False,False,True
6000387,51,53,Veracruz,<8k,5500.0,1,40.2,2669.0,32.8,2,26.6,508.0,8.0,True,False,False,False,False
6000388,54,46,Puebla,15k-30k,15600.0,30,4.2,1365.0,53.4,1,16.0,957.0,,False,False,False,False,False
6000389,15,31,Chihuahua,15k-30k,31300.0,15,70.0,3833.0,15.7,0,55.1,1696.0,8.0,True,False,False,False,False
6000390,29,47,Veracruz,15k-30k,28400.0,1,30.4,728.0,34.5,0,15.9,783.0,,True,False,False,False,False
6000391,22,27,Queretaro,15k-30k,25000.0,30,22.2,763.0,34.6,0,18.8,1307.0,10.0,False,True,False,False,False
6000392,20,60,Jalisco,8k-15k,15100.0,30,68.8,8245.0,35.4,1,33.0,1132.0,6.0,True,False,False,False,True
6000393,42,38,Guanajuato,15k-30k,25000.0,1,70.8,904.0,41.5,2,4.1,733.0,,True,False,False,False,False
6000394,7,34,CDMX,15k-30k,15500.0,15,98.0,5962.0,44.2,1,16.6,1240.0,9.0,True,False,False,False,False
6000395,11,55,Guanajuato,8k-15k,10800.0,15,19.0,2868.0,17.2,0,29.7,454.0,4.0,False,False,False,False,False
6000396,48,19,Estado de Mexico,<8k,16400.0,15,68.4,5401.0,62.5,0,49.6,1301.0,,False,False,True,False,False
6000397,25,36,Queretaro,15k-30k,17800.0,15,11.1,2507.0,41.3,2,15.0,1305.0,,False,False,False,False,True
6000398,26,39,Queretaro,8k-15k,12200.0,1,45.9,6663.0,61.2,0,20.5,1252.0,,True,True,True,False,False
6000399,38,27,Guanajuato,15k-30k,46700.0,30,68.4,2229.0,34.4,0,17.7,1470.0,,True,True,False,True,False
6000400,59,34,Estado de Mexico,8k-15k,27300.0,15,61.0,2556.0,65.3,0,27.2,2000.0,7.0,True,False,False,False,False
6000401,15,37,Nuevo Leon,8k-15k,16700.0,15,42.4,2276.0,32.7,0,34.4,748.0,,False,False,False,False,False
6000402,36,42,Jalisco,8k-15k,12100.0,1,27.7,6812.0,65.5,1,47.9,1454.0,,True,False,False,False,False
6000403,10,30,Chihuahua,15k-30k,9400.0,1,47.0,6989.0,35.2,3,39.4,505.0,,True,False,False,False,True
6000404,50,36,Nuevo Leon,8k-15k,19800.0,1,72.7,2904.0,56.7,1,34.3,1445.0,,True,False,False,False,False
6000405,44,41,CDMX,>60k,58700.0,1,58.1,598.0,42.9,0,58.2,1063.0,,False,True,False,False,False
6000406,11,33,Nuevo Leon,8k-15k,22700.0,15,66.2,3198.0,33.2,0,0.8,1281.0,9.0,False,False,False,False,False
6000407,5,56,Queretaro,30k-60k,18100.0,1,74.2,6113.0,22.3,1,0.3,665.0,,False,False,False,False,False
6000408,4,18,Chihuahua,30k-60k,10400.0,15,65.9,1995.0,61.4,0,16.0,1147.0,,True,False,False,False,True
6000409,33,38,Queretaro,8k-15k,34100.0,15,12.1,4226.0,18.6,0,20.1,689.0,,True,True,False,False,False
6000410,1,27,Estado de Mexico,<8k,7400.0,30,68.0,4885.0,54.7,0,65.0,931.0,,True,True,False,False,False
6000411,46,45,Guanajuato,30k-60k,26100.0,15,81.9,6789.0,6.4,0,36.9,452.0,10.0,False,False,False,False,False
6000412,52,18,Guanajuato,8k-15k,27700.0,15,71.2,613.0,86.3,2,5.8,1541.0,,True,False,False,False,False
6000413,14,31,Chihuahua,<8k,6200.0,15,91.1,1259.0,66.0,2,25.1,1091.0,,True,False,False,False,False
6000414,53,29,Puebla,8k-15k,12500.0,30,78.3,2775.0,67.6,0,29.9,1229.0,,True,True,True,False,False
6000415,35,60,Chihuahua,8k-15k,48000.0,15,81.2,638.0,53.3,2,0.0,2778.0,,True,False,False,True,False
6000416,51,59,Queretaro,15k-30k,15500.0,15,39.7,3378.0,20.8,0,15.3,1012.0,,True,False,False,False,False
6000417,8,27,Estado de Mexico,<8k,8300.0,15,46.9,1048.0,41.1,2,52.8,791.0,,True,False,False,False,False
6000418,29,27,Puebla,>60k,18800.0,30,29.0,2781.0,51.8,2,12.7,1021.0,,True,False,False,False,False
6000419,13,41,Jalisco,<8k,5800.0,1,69.0,889.0,54.5,0,43.0,744.0,9.0,False,False,False,False,True
6000420,28,38,Queretaro,>60k,20300.0,1,65.1,2761.0,29.8,0,29.0,1044.0,,True,False,False,False,False
6000421,54,34,Baja California,30k-60k,56300.0,1,47.8,1597.0,18.8,2,41.5,2641.0,,True,False,False,False,False
6000422,50,21,Veracruz,30k-60k,20700.0,15,29.3,1583.0,79.4,0,35.7,1900.0,,False,False,False,False,False
6000423,16,43,Veracruz,30k-60k,30200.0,15,77.6,1123.0,49.0,2,21.4,1828.0,8.0,False,False,False,False,True
6000424,42,31,CDMX,15k-30k,15800.0,1,18.8,256.0,55.9,2,30.5,1068.0,,True,False,False,False,True
6000425,42,33,Queretaro,8k-15k,5900.0,15,53.4,867.0,33.6,0,18.0,621.0,10.0,True,False,False,False,False
6000426,53,44,Nuevo Leon,30k-60k,22800.0,30,65.4,1291.0,31.8,1,0.0,835.0,,False,False,False,False,True
6000427,3,27,CDMX,30k-60k,13800.0,1,39.1,4798.0,53.2,3,21.8,810.0,,True,False,False,False,False
6000428,24,28,Puebla,30k-60k,19600.0,30,43.8,5411.0,60.5,2,22.8,1101.0,,True,False,False,False,False
6000429,20,48,Jalisco,8k-15k,7900.0,15,35.9,1138.0,3.9,1,33.3,363.0,9.0,False,True,False,False,False
6000430,34,30,Guanajuato,15k-30k,19600.0,15,58.1,646.0,35.2,1,5.2,664.0,6.0,False,False,False,False,True
6000431,19,44,Guanajuato,8k-15k,17300.0,30,43.0,545.0,52.8,1,20.6,892.0,,True,False,False,False,True
6000432,20,18,Nuevo Leon,>60k,17200.0,1,61.9,123.0,12.8,2,10.3,820.0,6.0,True,False,False,False,False
6000433,12,59,Queretaro,8k-15k,9100.0,15,57.7,13431.0,16.2,0,28.8,297.0,,False,False,False,False,False
6000434,49,50,Puebla,<8k,9000.0,30,69.6,547.0,51.8,3,34.3,727.0,,False,False,False,False,False
6000435,24,35,Nuevo Leon,<8k,5900.0,15,78.1,6882.0,37.0,0,32.1,513.0,,False,True,False,False,False
6000436,8,48,Jalisco,8k-15k,16600.0,1,46.7,918.0,51.6,0,55.5,1346.0,,False,True,False,False,False
6000437,9,37,Veracruz,30k-60k,24200.0,30,61.2,493.0,26.3,2,6.5,1498.0,,True,False,False,True,False
6000438,51,36,CDMX,<8k,9200.0,1,56.4,2429.0,54.7,0,51.0,788.0,,True,True,False,False,False
6000439,56,18,Queretaro,15k-30k,30000.0,1,30.9,2120.0,39.6,2,12.1,853.0,,True,False,False,False,False
6000440,11,26,Puebla,30k-60k,42100.0,30,86.3,2014.0,34.4,1,9.2,1040.0,,False,False,False,False,False
6000441,23,24,Jalisco,30k-60k,34300.0,30,20.1,7886.0,41.2,1,17.8,777.0,,False,False,False,False,False
