action_id,customer_id,action_ts,action_type,amount_mxn,is_recurring
442,6016880,2026-03-01 06:18:32,deposit_in,11959.84,True
443,6022821,2026-03-01 06:18:34,deposit_in,5540.62,True
444,6031042,2026-03-01 06:18:37,deposit_in,2628.24,True
445,6034480,2026-03-01 06:18:44,deposit_in,33477.28,True
446,6023167,2026-03-01 06:18:48,savings_move,2669.7,False
447,6030234,2026-03-01 06:18:49,savings_move,1274.85,False
448,6015672,2026-03-01 06:18:52,deposit_in,43763.1,True
449,6003017,2026-03-01 06:18:54,spei_out,724.08,True
450,6004090,2026-03-01 06:19:03,bill_payment,1087.09,True
451,6013660,2026-03-01 06:19:03,bill_payment,1063.51,False
452,6004500,2026-03-01 06:19:06,bill_payment,1017.13,True
453,6001336,2026-03-01 06:19:12,savings_move,1984.99,False
454,6021381,2026-03-01 06:19:18,bill_payment,1936.88,False
455,6013197,2026-03-01 06:19:25,deposit_in,11096.34,True
456,6000101,2026-03-01 06:19:25,deposit_in,16791.56,False
457,6030571,2026-03-01 06:19:29,bill_payment,2498.2,True
458,6013860,2026-03-01 06:19:29,bill_payment,1113.08,True
459,6013328,2026-03-01 06:19:30,bill_payment,317.42,False
460,6011705,2026-03-01 06:19:34,bill_payment,359.41,True
461,6017676,2026-03-01 06:19:46,savings_move,1042.39,False
462,6008039,2026-03-01 06:19:46,deposit_in,8213.51,True
463,6023019,2026-03-01 06:19:57,bill_payment,349.2,True
464,6006646,2026-03-01 06:20:03,bill_payment,279.21,True
465,6027489,2026-03-01 06:20:05,savings_move,866.29,False
466,6014621,2026-03-01 06:20:05,bill_payment,1157.48,False
467,6019843,2026-03-01 06:20:07,bill_payment,2161.6,False
468,6033673,2026-03-01 06:20:08,bill_payment,1198.53,True
469,6024270,2026-03-01 06:20:10,deposit_in,6908.5,True
470,6026252,2026-03-01 06:20:10,deposit_in,14138.16,True
471,6000998,2026-03-01 06:20:12,savings_move,1645.48,True
472,6029255,2026-03-01 06:20:13,bill_payment,1405.76,True
473,6025454,2026-03-01 06:20:15,savings_move,1026.66,False
474,6012712,2026-03-01 06:20:15,spei_out,3066.22,False
475,6030896,2026-03-01 06:20:26,bill_payment,886.47,True
476,6022485,2026-03-01 06:20:26,deposit_in,6029.84,True
477,6035802,2026-03-01 06:20:28,deposit_in,9309.98,True
478,6011743,2026-03-01 06:20:32,savings_move,1130.94,False
479,6000390,2026-03-01 06:20:33,deposit_in,10701.8,False
480,6018182,2026-03-01 06:20:38,deposit_in,12890.92,False
481,6013404,2026-03-01 06:20:38,bill_payment,1093.41,False
482,6012410,2026-03-01 06:20:39,card_payment,3925.61,False
483,6031390,2026-03-01 06:20:41,deposit_in,9453.69,False
484,6011372,2026-03-01 06:20:47,bill_payment,2501.38,True
485,6009184,2026-03-01 06:20:49,bill_payment,969.35,True
486,6002559,2026-03-01 06:20:52,spei_out,255.86,False
487,6007195,2026-03-01 06:21:01,deposit_in,22122.1,True
488,6015877,2026-03-01 06:21:05,deposit_in,13087.55,True
489,6030877,2026-03-01 06:21:09,deposit_in,9161.78,False
490,6024956,2026-03-01 06:21:10,deposit_in,24959.91,True
491,6001553,2026-03-01 06:21:12,deposit_in,6800.55,False
492,6033189,2026-03-01 06:21:13,bill_payment,430.92,True
493,6002610,2026-03-01 06:21:20,bill_payment,2474.71,False
494,6037162,2026-03-01 06:21:20,deposit_in,7655.28,False
495,6008632,2026-03-01 06:21:21,bill_payment,1163.45,True
496,6017346,2026-03-01 06:21:29,deposit_in,29161.36,False
497,6037526,2026-03-01 06:21:34,bill_payment,1187.39,True
498,6006096,2026-03-01 06:21:36,deposit_in,4887.27,False
499,6009816,2026-03-01 06:21:43,deposit_in,11467.32,True
500,6024656,2026-03-01 06:21:43,bill_payment,531.64,True
501,6021032,2026-03-01 06:21:45,card_payment,4110.82,False
502,6007274,2026-03-01 06:21:45,bill_payment,1967.32,True
503,6006160,2026-03-01 06:21:50,savings_move,1443.39,False
504,6013373,2026-03-01 06:21:51,bill_payment,1646.39,False
505,6012218,2026-03-01 06:21:52,savings_move,1487.76,False
506,6010381,2026-03-01 06:21:53,bill_payment,1217.33,False
507,6020539,2026-03-01 06:21:56,savings_move,524.2,False
508,6015469,2026-03-01 06:22:00,deposit_in,6734.99,False
509,6018350,2026-03-01 06:22:03,bill_payment,2264.63,False
510,6008352,2026-03-01 06:22:06,bill_payment,1384.18,True
511,6023347,2026-03-01 06:22:06,bill_payment,1474.19,True
512,6023660,2026-03-01 06:22:10,spei_out,6326.48,False
513,6019547,2026-03-01 06:22:10,savings_move,1036.7,True
514,6013715,2026-03-01 06:22:13,savings_move,2638.49,False
515,6006682,2026-03-01 06:22:19,deposit_in,9572.28,True
516,6001957,2026-03-01 06:22:21,card_payment,1516.55,False
517,6013766,2026-03-01 06:22:22,bill_payment,1367.2,True
518,6034743,2026-03-01 06:22:23,savings_move,1746.58,False
519,6025062,2026-03-01 06:22:27,spei_out,1320.47,True
520,6028793,2026-03-01 06:22:28,bill_payment,1256.79,False
521,6027126,2026-03-01 06:22:32,deposit_in,24361.25,False
522,6004008,2026-03-01 06:22:33,savings_move,588.82,True
523,6001510,2026-03-01 06:22:36,spei_out,6977.96,False
524,6004938,2026-03-01 06:22:37,bill_payment,1563.84,False
525,6032082,2026-03-01 06:22:38,deposit_in,5512.45,False
526,6033043,2026-03-01 06:22:39,savings_move,1469.26,False
527,6000641,2026-03-01 06:22:43,savings_move,864.37,False
528,6015668,2026-03-01 06:22:45,bill_payment,867.77,False
529,6018953,2026-03-01 06:22:48,deposit_in,10097.62,True
530,6031413,2026-03-01 06:22:52,savings_move,4532.96,False
531,6010855,2026-03-01 06:22:54,bill_payment,338.71,False
532,6034829,2026-03-01 06:22:54,deposit_in,10731.58,False
533,6019686,2026-03-01 06:23:01,savings_move,1088.0,False
534,6034417,2026-03-01 06:23:03,deposit_in,13115.31,True
535,6035182,2026-03-01 06:23:05,deposit_in,12118.83,True
536,6012997,2026-03-01 06:23:07,savings_move,450.45,False
537,6031486,2026-03-01 06:23:08,spei_out,10053.22,False
538,6017728,2026-03-01 06:23:09,deposit_in,21040.36,False
539,6006994,2026-03-01 06:23:13,deposit_in,9868.17,False
540,6014917,2026-03-01 06:23:13,deposit_in,9674.86,False
541,6017004,2026-03-01 06:23:14,spei_out,3050.04,True
542,6030247,2026-03-01 06:23:15,deposit_in,9216.22,True
543,6025426,2026-03-01 06:23:17,bill_payment,887.59,True
544,6036141,2026-03-01 06:23:19,deposit_in,17273.46,True
545,6017068,2026-03-01 06:23:19,deposit_in,16044.87,False
546,6034292,2026-03-01 06:23:30,savings_move,1309.02,True
547,6000720,2026-03-01 06:23:44,savings_move,1800.74,False
548,6017000,2026-03-01 06:23:46,bill_payment,1526.0,True
549,6023436,2026-03-01 06:23:49,bill_payment,1627.33,True
550,6013236,2026-03-01 06:23:51,bill_payment,530.92,False
551,6018143,2026-03-01 06:23:54,savings_move,4337.91,False
552,6010174,2026-03-01 06:23:55,savings_move,5869.71,False
553,6003951,2026-03-01 06:23:59,bill_payment,2410.08,False
554,6037141,2026-03-01 06:24:04,bill_payment,1971.34,False
555,6014678,2026-03-01 06:24:05,savings_move,650.4,False
556,6028098,2026-03-01 06:24:07,bill_payment,2569.77,True
557,6029320,2026-03-01 06:24:09,deposit_in,7208.08,True
558,6003212,2026-03-01 06:24:10,bill_payment,1276.96,True
559,6012834,2026-03-01 06:24:11,deposit_in,12670.15,False
560,6020322,2026-03-01 06:24:15,savings_move,2526.2,False
561,6029254,2026-03-01 06:24:16,deposit_in,3560.61,True
562,6022319,2026-03-01 06:24:23,deposit_in,30789.98,False
563,6018516,2026-03-01 06:24:26,limit_increase_request,80015.42,False
564,6005715,2026-03-01 06:24:27,deposit_in,10402.46,False
565,6036564,2026-03-01 06:24:32,deposit_in,7766.98,True
566,6026010,2026-03-01 06:24:32,bill_payment,1745.63,True
567,6011606,2026-03-01 06:24:34,deposit_in,9893.83,False
568,6008395,2026-03-01 06:24:38,bill_payment,578.7,False
569,6011169,2026-03-01 06:24:39,deposit_in,16415.67,True
570,6009372,2026-03-01 06:24:41,deposit_in,8793.19,True
571,6009049,2026-03-01 06:24:43,bill_payment,1628.9,False
572,6027357,2026-03-01 06:24:44,savings_move,1533.63,False
573,6033464,2026-03-01 06:24:47,deposit_in,8815.88,True
574,6003090,2026-03-01 06:24:50,deposit_in,8852.91,True
575,6005579,2026-03-01 06:24:52,bill_payment,1261.77,True
576,6024279,2026-03-01 06:25:09,bill_payment,2480.2,True
577,6022182,2026-03-01 06:25:12,deposit_in,31823.51,True
578,6026060,2026-03-01 06:25:12,bill_payment,1625.47,True
579,6012918,2026-03-01 06:25:15,spei_out,2002.37,False
580,6019227,2026-03-01 06:25:15,savings_move,759.67,False
581,6008245,2026-03-01 06:25:16,bill_payment,1449.49,True
582,6016885,2026-03-01 06:25:17,savings_move,2357.61,True
583,6031409,2026-03-01 06:25:18,deposit_in,3679.55,True
584,6011646,2026-03-01 06:25:18,deposit_in,12113.39,False
585,6012283,2026-03-01 06:25:18,spei_out,1176.92,False
586,6025312,2026-03-01 06:25:19,bill_payment,2154.34,True
587,6025219,2026-03-01 06:25:20,deposit_in,6156.4,True
588,6018662,2026-03-01 06:25:21,bill_payment,213.39,True
589,6020947,2026-03-01 06:25:25,savings_move,2767.92,False
590,6002207,2026-03-01 06:25:28,spei_out,7774.34,False
591,6012276,2026-03-01 06:25:31,bill_payment,573.52,True
592,6034476,2026-03-01 06:25:35,savings_move,2964.02,False
593,6010846,2026-03-01 06:25:39,deposit_in,3838.0,True
594,6002526,2026-03-01 06:25:42,deposit_in,2720.71,True
595,6036913,2026-03-01 06:25:43,bill_payment,839.07,False
596,6029319,2026-03-01 06:25:48,bill_payment,2179.58,False
597,6012267,2026-03-01 06:25:52,bill_payment,2283.86,True
598,6000268,2026-03-01 06:25:59,bill_payment,2506.59,False
599,6019659,2026-03-01 06:25:59,deposit_in,10270.66,True
600,6013312,2026-03-01 06:26:00,deposit_in,19201.64,False
601,6011111,2026-03-01 06:26:00,savings_move,977.78,False
602,6036547,2026-03-01 06:26:03,bill_payment,2455.55,False
603,6009094,2026-03-01 06:26:03,bill_payment,2379.71,False
604,6020697,2026-03-01 06:26:05,bill_payment,398.59,False
605,6030091,2026-03-01 06:26:06,card_payment,4083.0,False
606,6007418,2026-03-01 06:26:06,bill_payment,324.69,True
607,6001262,2026-03-01 06:26:12,deposit_in,8965.49,True
608,6020846,2026-03-01 06:26:12,deposit_in,17594.51,False
609,6032198,2026-03-01 06:26:14,deposit_in,17202.25,True
610,6024813,2026-03-01 06:26:15,bill_payment,267.53,True
611,6031545,2026-03-01 06:26:18,bill_payment,1410.38,False
612,6031030,2026-03-01 06:26:19,bill_payment,204.8,True
613,6018611,2026-03-01 06:26:20,savings_move,135.9,False
614,6022265,2026-03-01 06:26:21,savings_move,2156.33,False
615,6022898,2026-03-01 06:26:23,bill_payment,796.44,False
616,6030193,2026-03-01 06:26:28,deposit_in,6403.81,True
617,6000917,2026-03-01 06:26:28,bill_payment,1745.98,True
618,6036040,2026-03-01 06:26:34,deposit_in,6933.21,False
619,6020067,2026-03-01 06:26:40,bill_payment,303.58,True
620,6020811,2026-03-01 06:26:42,deposit_in,19370.08,False
621,6016585,2026-03-01 06:26:46,bill_payment,2381.01,False
622,6036031,2026-03-01 06:26:48,deposit_in,1542.69,False
623,6029806,2026-03-01 06:26:50,deposit_in,5797.62,True
624,6001276,2026-03-01 06:26:53,deposit_in,4903.85,False
625,6034363,2026-03-01 06:26:53,deposit_in,3400.28,False
626,6037100,2026-03-01 06:26:54,bill_payment,1178.85,False
627,6014010,2026-03-01 06:26:59,card_payment,1359.94,False
628,6002117,2026-03-01 06:27:02,deposit_in,8239.34,True
629,6024219,2026-03-01 06:27:02,bill_payment,834.19,True
630,6006037,2026-03-01 06:27:03,bill_payment,440.51,True
631,6009349,2026-03-01 06:27:03,bill_payment,2586.15,True
632,6012035,2026-03-01 06:27:04,savings_move,521.73,False
633,6034352,2026-03-01 06:27:10,spei_out,910.01,False
634,6026557,2026-03-01 06:27:13,deposit_in,23722.06,True
635,6020538,2026-03-01 06:27:21,deposit_in,11580.8,False
636,6027702,2026-03-01 06:27:26,savings_move,1874.02,False
637,6016772,2026-03-01 06:27:27,bill_payment,302.45,True
638,6010232,2026-03-01 06:27:29,bill_payment,654.89,True
639,6000473,2026-03-01 06:27:32,deposit_in,18786.6,True
640,6024439,2026-03-01 06:27:35,bill_payment,895.85,True
641,6019456,2026-03-01 06:27:35,deposit_in,16981.52,False
642,6011283,2026-03-01 06:27:37,spei_out,1929.99,False
643,6037809,2026-03-01 06:27:39,limit_increase_request,13921.35,False
644,6006899,2026-03-01 06:27:40,savings_move,637.79,False
645,6030954,2026-03-01 06:27:43,savings_move,1564.34,False
646,6011933,2026-03-01 06:27:44,bill_payment,209.77,True
647,6031981,2026-03-01 06:27:47,deposit_in,15941.09,True
648,6035073,2026-03-01 06:27:48,bill_payment,1919.68,True
649,6019315,2026-03-01 06:27:49,deposit_in,12547.74,False
650,6020311,2026-03-01 06:27:53,deposit_in,25623.36,True
651,6008012,2026-03-01 06:27:55,deposit_in,21156.25,True
652,6007896,2026-03-01 06:27:55,savings_move,681.34,False
653,6009225,2026-03-01 06:27:58,deposit_in,9758.57,True
654,6031712,2026-03-01 06:28:04,bill_payment,1697.62,False
655,6003322,2026-03-01 06:28:05,deposit_in,7902.79,True
656,6011110,2026-03-01 06:28:07,deposit_in,7221.29,False
657,6017847,2026-03-01 06:28:09,deposit_in,6911.53,True
658,6009717,2026-03-01 06:28:10,spei_out,1873.65,False
659,6021143,2026-03-01 06:28:13,deposit_in,26009.06,False
660,6000984,2026-03-01 06:28:15,deposit_in,13086.95,False
661,6034449,2026-03-01 06:28:16,deposit_in,3579.04,False
662,6024668,2026-03-01 06:28:17,bill_payment,640.63,False
663,6008398,2026-03-01 06:28:22,bill_payment,1221.47,False
664,6018525,2026-03-01 06:28:24,bill_payment,1204.77,False
665,6013018,2026-03-01 06:28:26,deposit_in,21538.82,True
666,6019453,2026-03-01 06:28:31,deposit_in,10514.11,True
667,6014272,2026-03-01 06:28:32,deposit_in,2574.03,True
668,6031551,2026-03-01 06:28:36,bill_payment,1710.85,False
669,6023304,2026-03-01 06:28:40,savings_move,1306.46,False
670,6002329,2026-03-01 06:28:40,deposit_in,11450.9,False
671,6011212,2026-03-01 06:28:43,savings_move,3861.44,False
672,6015601,2026-03-01 06:28:46,deposit_in,7820.12,False
673,6021030,2026-03-01 06:28:48,bill_payment,2481.91,False
674,6030365,2026-03-01 06:28:48,deposit_in,24288.82,False
675,6015967,2026-03-01 06:28:50,bill_payment,711.12,False
676,6012185,2026-03-01 06:28:51,bill_payment,1747.16,True
677,6014777,2026-03-01 06:28:56,deposit_in,14526.86,False
678,6008038,2026-03-01 06:28:59,savings_move,1613.96,False
679,6027218,2026-03-01 06:29:10,bill_payment,2099.74,False
680,6030257,2026-03-01 06:29:12,spei_out,1998.72,False
681,6022646,2026-03-01 06:29:15,deposit_in,2946.87,True
682,6011500,2026-03-01 06:29:17,savings_move,2348.79,False
683,6032322,2026-03-01 06:29:20,savings_move,16635.71,False
684,6012953,2026-03-01 06:29:21,bill_payment,1798.02,True
685,6011364,2026-03-01 06:29:38,bill_payment,1413.09,True
686,6021780,2026-03-01 06:29:40,bill_payment,2124.02,False
687,6023369,2026-03-01 06:29:40,bill_payment,1315.09,False
688,6033779,2026-03-01 06:29:42,deposit_in,22579.34,False
689,6012051,2026-03-01 06:29:44,savings_move,1395.35,False
690,6010609,2026-03-01 06:29:49,bill_payment,599.98,False
691,6008050,2026-03-01 06:29:49,bill_payment,560.7,True
692,6037036,2026-03-01 06:29:50,bill_payment,1462.87,False
693,6037432,2026-03-01 06:29:53,deposit_in,9670.31,False
694,6014024,2026-03-01 06:29:54,spei_out,3488.43,False
695,6002306,2026-03-01 06:29:59,spei_out,1598.42,False
696,6028363,2026-03-01 06:30:00,savings_move,1971.61,True
697,6037751,2026-03-01 06:30:11,deposit_in,5202.67,False
698,6029923,2026-03-01 06:30:12,bill_payment,601.44,False
699,6023567,2026-03-01 06:30:12,savings_move,702.75,False
700,6027798,2026-03-01 06:30:12,bill_payment,969.14,False
701,6007129,2026-03-01 06:30:15,spei_out,939.35,False
702,6018940,2026-03-01 06:30:18,bill_payment,372.51,False
703,6026029,2026-03-01 06:30:21,bill_payment,2191.12,True
704,6026696,2026-03-01 06:30:29,savings_move,3809.34,False
705,6028538,2026-03-01 06:30:34,deposit_in,15847.31,True
706,6030348,2026-03-01 06:30:34,bill_payment,597.12,False
707,6033732,2026-03-01 06:30:35,savings_move,1069.22,False
708,6032026,2026-03-01 06:30:38,deposit_in,20148.88,False
709,6001408,2026-03-01 06:30:41,bill_payment,901.59,True
710,6035357,2026-03-01 06:30:42,bill_payment,1352.62,True
711,6008460,2026-03-01 06:30:42,deposit_in,27736.86,True
712,6017022,2026-03-01 06:30:44,savings_move,2807.93,False
713,6006377,2026-03-01 06:30:47,deposit_in,6944.67,True
714,6006137,2026-03-01 06:30:49,deposit_in,10963.13,True
715,6000198,2026-03-01 06:30:50,bill_payment,2349.49,True
716,6009338,2026-03-01 06:30:51,deposit_in,27736.84,True
717,6001347,2026-03-01 06:30:51,deposit_in,6599.36,True
718,6034039,2026-03-01 06:30:55,deposit_in,21121.76,True
719,6006229,2026-03-01 06:30:56,deposit_in,13811.42,True
720,6008760,2026-03-01 06:30:57,savings_move,616.64,False
721,6025876,2026-03-01 06:30:58,spei_out,7136.28,False
722,6019308,2026-03-01 06:31:01,deposit_in,4777.41,True
723,6002616,2026-03-01 06:31:05,spei_out,4922.27,False
724,6032918,2026-03-01 06:31:10,savings_move,462.08,True
725,6010375,2026-03-01 06:31:14,savings_move,964.13,False
726,6014938,2026-03-01 06:31:14,bill_payment,790.67,True
727,6001176,2026-03-01 06:31:23,bill_payment,258.65,False
728,6012077,2026-03-01 06:31:24,bill_payment,1152.9,True
729,6034786,2026-03-01 06:31:25,bill_payment,2065.79,True
730,6015353,2026-03-01 06:31:26,deposit_in,26583.18,False
731,6033107,2026-03-01 06:31:27,savings_move,652.69,False
732,6012310,2026-03-01 06:31:29,card_payment,5484.86,False
733,6024251,2026-03-01 06:31:34,deposit_in,8665.9,False
734,6019627,2026-03-01 06:31:36,bill_payment,371.97,True
735,6008720,2026-03-01 06:31:41,bill_payment,1781.41,True
736,6025363,2026-03-01 06:31:42,deposit_in,21826.61,True
737,6009508,2026-03-01 06:31:46,bill_payment,1143.75,True
738,6002326,2026-03-01 06:31:48,card_payment,1652.67,False
739,6027140,2026-03-01 06:31:48,bill_payment,1008.53,True
740,6033294,2026-03-01 06:31:49,deposit_in,3120.79,True
741,6033519,2026-03-01 06:31:52,bill_payment,1758.18,True
742,6037761,2026-03-01 06:31:53,deposit_in,4768.77,True
743,6019720,2026-03-01 06:31:55,deposit_in,3907.79,True
744,6012760,2026-03-01 06:31:56,bill_payment,1921.26,True
745,6037417,2026-03-01 06:31:58,deposit_in,17764.47,True
746,6007606,2026-03-01 06:31:58,deposit_in,16296.2,True
747,6000275,2026-03-01 06:31:59,bill_payment,1359.91,False
748,6034653,2026-03-01 06:32:00,savings_move,2290.3,False
749,6006329,2026-03-01 06:32:01,bill_payment,1836.34,True
750,6008026,2026-03-01 06:32:10,spei_out,1173.28,False
751,6037977,2026-03-01 06:32:14,bill_payment,288.74,False
752,6024111,2026-03-01 06:32:14,spei_out,6431.56,False
753,6032688,2026-03-01 06:32:18,deposit_in,9500.35,True
754,6015546,2026-03-01 06:32:24,savings_move,1519.31,False
755,6009119,2026-03-01 06:32:26,deposit_in,13447.51,False
756,6009980,2026-03-01 06:32:27,bill_payment,527.66,False
757,6001787,2026-03-01 06:32:31,deposit_in,15047.51,False
758,6016394,2026-03-01 06:32:39,deposit_in,11659.93,False
759,6009057,2026-03-01 06:32:41,bill_payment,1230.95,True
760,6033491,2026-03-01 06:32:42,bill_payment,2572.66,True
761,6013199,2026-03-01 06:32:45,savings_move,3688.39,False
762,6019651,2026-03-01 06:32:46,bill_payment,1163.18,True
763,6035566,2026-03-01 06:32:51,deposit_in,3068.22,True
764,6002404,2026-03-01 06:32:52,bill_payment,1390.73,True
765,6001505,2026-03-01 06:32:54,spei_out,1149.03,False
766,6007682,2026-03-01 06:32:54,spei_out,2947.76,True
767,6023878,2026-03-01 06:32:56,deposit_in,10804.74,True
768,6018933,2026-03-01 06:32:59,deposit_in,26892.04,True
769,6022034,2026-03-01 06:33:00,spei_out,4054.64,False
770,6011400,2026-03-01 06:33:02,savings_move,1629.38,False
771,6021978,2026-03-01 06:33:04,bill_payment,2320.06,True
772,6026325,2026-03-01 06:33:06,bill_payment,2375.34,True
773,6019468,2026-03-01 06:33:06,bill_payment,1590.66,True
774,6014853,2026-03-01 06:33:10,deposit_in,17401.54,True
775,6016704,2026-03-01 06:33:10,bill_payment,2228.36,True
776,6012947,2026-03-01 06:33:21,deposit_in,17693.78,True
777,6004335,2026-03-01 06:33:22,bill_payment,1149.32,True
778,6032860,2026-03-01 06:33:23,bill_payment,1183.37,False
779,6034129,2026-03-01 06:33:27,bill_payment,830.91,True
780,6005651,2026-03-01 06:33:27,deposit_in,7755.19,False
781,6023030,2026-03-01 06:33:28,deposit_in,22399.26,True
782,6008942,2026-03-01 06:33:28,deposit_in,13806.63,True
783,6027531,2026-03-01 06:33:29,deposit_in,5393.93,True
784,6002451,2026-03-01 06:33:29,deposit_in,11838.71,True
785,6027356,2026-03-01 06:33:33,deposit_in,25792.02,True
786,6029118,2026-03-01 06:33:38,savings_move,5226.04,True
787,6031036,2026-03-01 06:33:43,bill_payment,2141.55,False
788,6011595,2026-03-01 06:33:46,bill_payment,2246.31,False
789,6014439,2026-03-01 06:33:51,deposit_in,8067.01,False
790,6012845,2026-03-01 06:33:51,spei_out,2791.87,False
791,6028930,2026-03-01 06:33:53,savings_move,2562.05,True
792,6028668,2026-03-01 06:33:56,savings_move,2572.87,False
793,6021572,2026-03-01 06:33:57,spei_out,8089.93,False
794,6036781,2026-03-01 06:33:58,deposit_in,14649.64,True
795,6033733,2026-03-01 06:34:01,deposit_in,17349.87,False
796,6006085,2026-03-01 06:34:05,savings_move,1632.31,False
797,6014816,2026-03-01 06:34:09,deposit_in,11630.19,True
798,6026191,2026-03-01 06:34:11,deposit_in,27926.63,False
799,6030321,2026-03-01 06:34:26,bill_payment,1638.87,False
800,6015442,2026-03-01 06:34:32,bill_payment,396.53,False
801,6016022,2026-03-01 06:34:40,bill_payment,706.51,False
802,6008893,2026-03-01 06:34:40,bill_payment,399.03,False
803,6036424,2026-03-01 06:34:42,deposit_in,9020.65,True
804,6007013,2026-03-01 06:34:43,savings_move,2860.78,False
805,6023661,2026-03-01 06:34:47,deposit_in,9964.15,True
806,6001179,2026-03-01 06:34:54,bill_payment,408.3,True
807,6017886,2026-03-01 06:34:57,spei_out,797.29,False
808,6012585,2026-03-01 06:35:02,bill_payment,626.06,False
809,6004597,2026-03-01 06:35:07,deposit_in,6236.04,True
810,6005954,2026-03-01 06:35:08,bill_payment,665.58,True
811,6017133,2026-03-01 06:35:13,spei_out,5249.99,False
812,6033669,2026-03-01 06:35:15,savings_move,332.33,False
813,6032047,2026-03-01 06:35:22,deposit_in,25273.78,False
814,6033300,2026-03-01 06:35:25,deposit_in,16240.34,True
815,6014689,2026-03-01 06:35:28,bill_payment,658.58,True
816,6031007,2026-03-01 06:35:29,deposit_in,21488.01,False
817,6004302,2026-03-01 06:35:30,deposit_in,17580.22,True
818,6005608,2026-03-01 06:35:36,bill_payment,1393.53,False
819,6026090,2026-03-01 06:35:36,bill_payment,2271.51,False
820,6017644,2026-03-01 06:35:38,deposit_in,15586.02,False
821,6012847,2026-03-01 06:35:40,bill_payment,2217.25,False
822,6031391,2026-03-01 06:35:40,savings_move,702.85,False
823,6036881,2026-03-01 06:35:41,bill_payment,2580.43,False
824,6001878,2026-03-01 06:35:43,card_payment,980.03,False
825,6027539,2026-03-01 06:35:47,deposit_in,20030.62,False
826,6004329,2026-03-01 06:35:52,deposit_in,5024.16,True
827,6015762,2026-03-01 06:35:54,bill_payment,879.63,False
828,6004967,2026-03-01 06:35:58,deposit_in,13177.16,True
829,6016737,2026-03-01 06:36:04,bill_payment,1244.9,False
830,6028684,2026-03-01 06:36:18,bill_payment,1125.84,False
831,6021821,2026-03-01 06:36:19,deposit_in,12113.81,False
832,6033452,2026-03-01 06:36:19,savings_move,1495.02,False
833,6002823,2026-03-01 06:36:22,deposit_in,6596.13,False
834,6024915,2026-03-01 06:36:23,savings_move,1171.11,True
835,6031211,2026-03-01 06:36:23,deposit_in,20885.0,False
836,6036839,2026-03-01 06:36:26,spei_out,2958.99,False
837,6032285,2026-03-01 06:36:27,bill_payment,1935.96,False
838,6029298,2026-03-01 06:36:31,deposit_in,4381.07,False
839,6021753,2026-03-01 06:36:32,savings_move,528.23,False
840,6033190,2026-03-01 06:36:37,savings_move,361.83,False
841,6004524,2026-03-01 06:36:41,savings_move,2750.51,False
842,6020854,2026-03-01 06:36:47,deposit_in,10424.62,True
843,6020722,2026-03-01 06:36:49,bill_payment,752.07,True
844,6017860,2026-03-01 06:36:50,deposit_in,18330.01,False
845,6014716,2026-03-01 06:36:50,deposit_in,17508.98,True
846,6026622,2026-03-01 06:36:50,deposit_in,11482.37,True
847,6020148,2026-03-01 06:37:02,savings_move,2913.75,False
848,6033789,2026-03-01 06:37:04,bill_payment,1097.71,False
849,6028081,2026-03-01 06:37:06,bill_payment,396.52,True
850,6034892,2026-03-01 06:37:10,savings_move,2823.73,False
851,6007203,2026-03-01 06:37:18,savings_move,140.52,False
852,6005346,2026-03-01 06:37:18,savings_move,1288.59,False
853,6033116,2026-03-01 06:37:18,bill_payment,2342.56,False
854,6026738,2026-03-01 06:37:26,deposit_in,12854.84,False
855,6007870,2026-03-01 06:37:27,savings_move,5405.78,False
856,6025145,2026-03-01 06:37:31,spei_out,1032.28,False
857,6021664,2026-03-01 06:37:34,savings_move,1559.65,False
858,6037704,2026-03-01 06:37:34,bill_payment,2452.08,True
859,6020289,2026-03-01 06:37:35,bill_payment,796.45,False
860,6031764,2026-03-01 06:37:38,spei_out,471.9,False
861,6032434,2026-03-01 06:37:41,bill_payment,1325.93,False
862,6018482,2026-03-01 06:37:48,limit_increase_request,70864.23,False
863,6005287,2026-03-01 06:37:50,deposit_in,7354.42,False
864,6016473,2026-03-01 06:37:51,deposit_in,9270.38,False
865,6006727,2026-03-01 06:37:57,bill_payment,1352.37,True
866,6008788,2026-03-01 06:38:01,bill_payment,2344.03,False
867,6018188,2026-03-01 06:38:03,bill_payment,576.35,True
868,6032577,2026-03-01 06:38:12,spei_out,1518.34,False
869,6012877,2026-03-01 06:38:17,deposit_in,7145.26,False
870,6029708,2026-03-01 06:38:23,deposit_in,6430.41,False
871,6026695,2026-03-01 06:38:27,savings_move,1292.78,False
872,6017074,2026-03-01 06:38:27,deposit_in,10632.69,True
873,6005104,2026-03-01 06:38:28,bill_payment,219.62,True
874,6012604,2026-03-01 06:38:30,deposit_in,8380.05,True
875,6020966,2026-03-01 06:38:31,deposit_in,7240.99,True
876,6015744,2026-03-01 06:38:32,deposit_in,15897.63,True
877,6027596,2026-03-01 06:38:41,spei_out,1641.66,False
878,6010976,2026-03-01 06:38:42,deposit_in,13846.47,True
879,6009469,2026-03-01 06:38:44,deposit_in,15492.23,False
880,6032180,2026-03-01 06:38:46,bill_payment,2539.15,True
881,6029928,2026-03-01 06:38:55,savings_move,4589.01,False
882,6037994,2026-03-01 06:38:57,deposit_in,13826.67,False
883,6028832,2026-03-01 06:38:58,bill_payment,2246.36,False
